,age,gender,experience,loan_amount,loan_duration,income,saving
6542,-30.55349,1.0,-0.39350536,1.8668623,2.3560672,-0.8179412,3.0682063
6116,-33.612587,1.0,-0.34634522,7.5096183,20.899597,4.7929463,41.25344
7711,-32.60421,1.0,-0.38030618,3.2144136,6.868096,0.48776293,13.928064
6571,-31.055637,1.0,-0.38890043,2.4286776,4.2126584,-0.26577735,6.8042917
5712,-32.138336,1.0,-0.36486644,5.600473,14.59103,2.901029,28.623308
8924,-31.996431,1.0,-0.3913863,1.6722254,1.8147451,-1.0500681,2.5060081
7595,-34.104733,1.0,-0.36718512,4.635905,11.596872,1.8874264,23.53178
5402,-29.267609,1.0,-0.3736871,5.5049253,14.106352,2.8787465,26.744965
7027,-30.14148,1.0,-0.3932957,2.0711555,2.995686,-0.6013645,4.1629953
5187,-31.716467,1.0,-0.3744412,4.4002056,10.662245,1.7022171,20.926905
5537,-32.24815,1.0,-0.35749257,6.5489054,17.680832,3.854023,34.602066
7344,-30.731993,1.0,-0.39425677,1.6687095,1.7228513,-1.0219712,1.9092808
7498,-30.991693,1.0,-0.3200384,11.460659,33.562626,8.836853,64.72538
7875,-33.15919,1.0,-0.3700888,4.5267267,11.172221,1.7968426,22.392817
7331,-31.475422,1.0,-0.34381765,8.551635,24.1388,5.890732,46.763073
9512,-33.034588,1.0,-0.35864645,6.1300144,16.374004,3.4145393,32.354027
5662,-33.375336,1.0,-0.32246402,10.35454,30.128222,7.667209,58.92004
7104,-32.16872,1.0,-0.37264973,4.497239,11.007561,1.7892311,21.742205
7763,-30.423126,1.0,-0.35970098,6.947701,18.861012,4.3004856,36.265617
5396,-32.339676,1.0,-0.38750815,2.1822395,3.4953766,-0.5449847,5.8530684
7846,-32.803783,1.0,-0.34642008,7.763545,21.666676,5.065873,42.454197
8772,-31.556805,1.0,-0.36959472,5.1538863,13.101351,2.4650111,25.56429
6286,-31.26113,1.0,-0.38999048,2.1726007,3.3932967,-0.5286329,5.296692
9265,-32.124317,1.0,-0.38647938,2.4220448,4.2601976,-0.29865122,7.251624
8364,-29.40411,1.0,-0.39762026,1.6501313,1.585712,-1.0042572,1.2110882
8782,-30.714409,1.0,-0.39367786,1.773407,2.0620499,-0.91619277,2.5557876
7475,-31.998055,1.0,-0.3732401,4.472681,10.916334,1.7684915,21.509607
5257,-33.167126,1.0,-0.31693798,11.020228,32.276672,8.3433075,62.980988
7329,-32.680325,1.0,-0.3789729,3.3900504,7.4441967,0.6628518,15.061609
6799,-32.7258,1.0,-0.35122555,7.1905723,19.79906,4.4900026,38.8363
5089,-33.34111,1.0,-0.37110397,4.3235636,10.525063,1.5883894,21.210028
7647,-32.902863,1.0,-0.38624588,2.1918607,3.5656724,-0.5480443,6.17805
5886,-31.906652,1.0,-0.36196896,6.0762897,16.122004,3.3857565,31.48994
7927,-32.45304,1.0,-0.39144796,1.5016873,1.291323,-1.2323345,1.6526103
6982,-32.420815,1.0,-0.38342476,2.7983854,5.5033855,0.07319665,11.241893
8327,-31.779587,1.0,-0.38920116,2.1084323,3.218107,-0.6059896,5.1323147
7634,-31.806395,1.0,-0.37728697,3.9486334,9.200519,1.2454178,18.1459
6098,-33.148582,1.0,-0.381199,2.8967566,5.8740582,0.15601373,12.200444
8328,-33.77497,1.0,-0.34372634,7.7786837,21.786097,5.060959,43.013638
8452,-32.40532,1.0,-0.3658828,5.3674827,13.851892,2.6602259,27.291504
7144,-32.505634,1.0,-0.37357855,4.2458334,10.213408,1.5283642,20.328163
9411,-30.00547,1.0,-0.3971405,1.4724373,1.0419855,-1.1998671,0.36137676
7244,-32.894608,1.0,-0.37286633,4.2171993,10.14744,1.4908738,20.332506
6962,-31.493027,1.0,-0.3852361,2.8480282,5.6032066,0.14523053,11.123558
9342,-33.468506,1.0,-0.33256274,9.192425,26.358139,6.4928374,51.70157
9685,-33.21319,1.0,-0.3576029,6.2086926,16.64249,3.4900188,32.930878
6993,-31.411058,1.0,-0.3894398,2.2058072,3.510739,-0.4989735,5.5723267
7563,-32.54075,1.0,-0.3509984,7.2821717,20.083925,4.5864067,39.321747
7564,-32.316643,1.0,-0.37690508,3.8237705,8.828787,1.1077332,17.60189
9988,-33.82554,1.0,-0.371445,4.1217318,9.904775,1.3751554,20.182213
5641,-29.71405,1.0,-0.38632828,3.390422,7.2588634,0.7377541,13.721796
6466,-32.31329,1.0,-0.3690868,4.953485,12.500132,2.2453508,24.661041
8013,-32.810528,1.0,-0.38194442,2.8944182,5.8424883,0.16105723,12.02534
5473,-32.931736,1.0,-0.37002468,4.6107063,11.428959,1.8863246,22.809519
7263,-30.44886,1.0,-0.31214008,12.518535,36.96775,9.91813,71.09473
8357,-32.61861,1.0,-0.37440103,4.087716,9.707326,1.3666136,19.392973
6005,-32.698677,1.0,-0.38190463,2.938205,5.9769764,0.207623,12.246221
9455,-31.314331,1.0,-0.37082905,5.0697975,12.8125515,2.3862658,24.928299
7433,-31.45648,1.0,-0.38982916,2.125351,3.2521615,-0.5810511,5.090163
5415,-32.294758,1.0,-0.37362295,4.312424,10.415426,1.6002247,20.645771
7504,-32.55893,1.0,-0.37301642,4.308856,10.421905,1.59062,20.747059
8168,-31.042263,1.0,-0.3856048,2.9609938,5.9418545,0.2702074,11.625241
7852,-32.488472,1.0,-0.37206197,4.4703307,10.941845,1.754807,21.723227
5468,-32.472248,1.0,-0.38315445,2.8225899,5.585573,0.096379995,11.417245
8479,-32.527336,1.0,-0.37731415,3.6902094,8.409124,0.9684627,16.86569
7839,-31.979067,1.0,-0.3909411,1.7518873,2.0724928,-0.96950924,2.9958663
7444,-33.180813,1.0,-0.3779717,3.3737931,7.4267387,0.6355145,15.197296
9275,-32.32844,1.0,-0.36217993,5.898503,15.572468,3.1968913,30.57447
6989,-30.904259,1.0,-0.39169052,2.03045,2.9090476,-0.66255045,4.2472878
9951,-30.778484,1.0,-0.39081365,2.2246797,3.5325856,-0.46388233,5.404873
9521,-32.6832,1.0,-0.3778881,3.551607,7.9694557,0.8254223,16.072691
6400,-32.465878,1.0,-0.39072922,1.615757,1.6629295,-1.117868,2.3715563
5960,-31.520308,1.0,-0.34831357,7.9825573,22.29218,5.315946,43.226814
8314,-31.753178,1.0,-0.36612403,5.565939,14.453276,2.8752933,28.229595
8753,-30.937778,1.0,-0.38071567,3.7597773,8.531427,1.0768077,16.570633
5392,-32.319492,1.0,-0.3772285,3.774783,8.66977,1.0583496,17.297047
8043,-31.620426,1.0,-0.36758444,5.4121675,13.944877,2.7235959,27.207644
7552,-32.803257,1.0,-0.38657314,2.173149,3.4978533,-0.5646632,6.0139723
9459,-31.340298,1.0,-0.36818275,5.4331574,13.995121,2.751562,27.211092
6333,-33.48954,1.0,-0.37793607,3.279662,7.143198,0.53421664,14.756918
5362,-32.118053,1.0,-0.36465132,5.637079,14.708637,2.9383721,28.84268
9431,-32.743877,1.0,-0.38431573,2.549213,4.715905,-0.18489027,8.336333
8449,-32.682896,1.0,-0.3842961,2.5728943,4.788618,-0.15969074,8.455594
8904,-32.87208,1.0,-0.3915205,1.3475306,0.8194289,-1.3969033,0.8864083
6880,-32.653793,1.0,-0.38032416,3.194818,6.807848,0.46692276,13.828915
7667,-32.633236,1.0,-0.3923532,1.289759,0.61497915,-1.4496573,0.41262197
9778,-32.711094,1.0,-0.36290973,5.668741,14.852084,2.9568489,29.317924
6704,-34.14861,1.0,-0.37037805,4.1744285,10.100412,1.4218032,20.669014
6500,-32.745956,1.0,-0.38706782,2.1135616,3.3001838,-0.6233444,5.6144943
6134,-30.691349,1.0,-0.38544995,3.1231947,6.4474616,0.44248247,12.48167
7203,-33.004066,1.0,-0.2878085,14.017323,42.00559,11.373417,81.6352
7956,-32.421455,1.0,-0.34038663,8.624752,24.43912,5.942585,47.656982
5013,-32.14072,1.0,-0.39066517,1.7397537,2.0438523,-0.9855503,2.9949188
5832,-32.63897,1.0,-0.37822795,3.5158274,7.8500996,0.79039454,15.828247
8692,-32.114304,1.0,-0.3682687,5.1381683,13.086927,2.4359407,25.722748
6183,-29.63511,1.0,-0.3892164,2.9609497,5.858655,0.30781317,11.003379
6459,-33.60939,1.0,-0.35818213,6.0057616,16.011827,3.2773254,31.85279
6194,-32.624752,1.0,-0.3868555,2.1884863,3.5352552,-0.5452225,6.0256767
7767,-32.712654,1.0,-0.38706425,2.1253724,3.3362443,-0.6107131,5.6726036
6759,-32.29659,1.0,-0.3833298,2.8562906,5.683115,0.13433743,11.545789
