,senior-level_skill
3964,0.0
2249,0.0
2098,0.0
2191,0.0
3880,0.0
3567,0.0
3722,0.0
2575,0.0
2271,0.0
3754,0.0
2261,0.0
2683,0.0
2852,0.0
3169,0.0
3519,0.0
2259,0.0
2414,0.0
2398,0.0
2133,0.0
2103,0.0
3176,0.0
3979,0.0
3110,0.0
3581,0.0
2950,0.0
3569,0.0
3316,0.0
3355,0.0
3685,0.0
2914,0.0
2967,0.0
2169,0.0
2843,0.0
2730,0.0
3796,0.0
3483,0.0
2979,0.0
2797,0.0
2732,0.0
2689,0.0
3374,0.0
3359,0.0
2642,0.0
3919,0.0
2351,0.0
2236,0.0
2775,0.0
3655,0.0
3876,0.0
2599,0.0
3396,0.0
2043,0.0
3403,0.0
2723,0.0
2628,0.0
3848,0.0
2515,0.0
3244,0.0
3125,0.0
3760,0.0
2096,0.0
2453,0.0
3022,0.0
3468,0.0
2684,0.0
3282,0.0
3786,0.0
3921,0.0
3291,0.0
2777,0.0
2419,0.0
2766,0.0
2876,0.0
2003,0.0
2360,0.0
2481,0.0
2280,0.0
3570,0.0
2464,0.0
2626,0.0
3248,0.0
3996,0.0
2298,0.0
3969,0.0
3749,0.0
3703,0.0
3914,0.0
3960,0.0
3639,0.0
2614,0.0
3521,0.0
3852,0.0
2613,0.0
3296,0.0
2774,0.0
3842,0.0
2610,0.0
3286,0.0
2270,0.0
2131,0.0
2295,0.0
2853,0.0
2778,0.0
3026,0.0
3058,0.0
2669,0.0
2638,0.0
2134,0.0
3459,0.0
2728,0.0
3855,0.0
3492,0.0
2931,0.0
2417,0.0
3179,0.0
2392,0.0
3416,0.0
2888,0.0
3590,0.0
3776,0.0
2493,0.0
3772,0.0
2123,0.0
3101,0.0
2084,0.0
2641,0.0
2651,0.0
3713,0.0
3000,0.0
2350,0.0
2014,0.0
3974,0.0
2655,0.0
2253,0.0
3566,0.0
3600,0.0
3728,0.0
3325,0.0
2921,0.0
2735,0.0
3626,0.0
3957,0.0
2644,0.0
3517,0.0
2959,0.0
3849,0.0
3278,0.0
2130,0.0
3157,0.0
2109,0.0
3587,0.0
2397,0.0
2569,0.0
2999,0.0
3565,0.0
3892,0.0
2527,0.0
3173,0.0
2195,0.0
3048,0.0
3154,0.0
3699,0.0
3340,0.0
2303,0.0
2242,0.0
3745,0.0
3820,0.0
2873,0.0
2924,0.0
3156,0.0
3138,0.0
3939,0.0
2838,0.0
2887,0.0
2215,0.0
3929,0.0
2908,0.0
2039,0.0
2717,0.0
3952,0.0
2117,0.0
3366,0.0
2903,0.0
2561,0.0
3798,0.0
2019,0.0
3891,0.0
3780,0.0
3575,0.0
3011,0.0
2184,0.0
2248,0.0
2444,0.0
3365,0.0
2310,0.0
3462,0.0
2243,0.0
2213,0.0
2384,0.0
2690,0.0
