,years_experience,degree
3255,0.0,2.0
3437,2.0,0.0
2188,0.0,3.0
2753,0.0,2.0
2533,0.0,1.0
3140,2.0,0.0
3291,2.0,1.0
2812,0.0,1.0
2164,0.0,1.0
3592,1.0,0.0
3560,1.0,0.0
2937,3.0,0.0
3297,0.0,2.0
2263,0.0,3.0
3542,0.0,2.0
3633,0.0,2.0
2939,0.0,1.0
2886,1.0,1.0
2821,0.0,3.0
2989,1.0,1.0
2493,0.0,2.0
3879,3.0,0.0
3066,1.0,1.0
3090,0.0,1.0
3847,0.0,1.0
3068,1.0,1.0
2078,0.0,2.0
3107,1.0,1.0
3366,2.0,0.0
2463,1.0,1.0
2100,0.0,2.0
3643,0.0,3.0
2022,1.0,1.0
3578,1.0,0.0
2009,0.0,2.0
3241,0.0,1.0
3894,2.0,1.0
3770,0.0,3.0
3737,0.0,3.0
3595,0.0,1.0
3561,0.0,3.0
3557,0.0,0.0
3142,0.0,3.0
2208,0.0,2.0
2899,0.0,2.0
3621,2.0,0.0
2515,0.0,3.0
2785,0.0,1.0
3111,0.0,1.0
2887,0.0,3.0
3380,0.0,2.0
3541,2.0,0.0
3491,2.0,0.0
2435,1.0,1.0
3358,0.0,2.0
3392,0.0,2.0
2040,0.0,3.0
2249,0.0,2.0
2393,2.0,0.0
3639,0.0,2.0
2651,0.0,1.0
3810,0.0,3.0
2941,0.0,2.0
3782,1.0,1.0
3290,0.0,3.0
2835,0.0,3.0
2599,1.0,2.0
2801,0.0,2.0
3597,0.0,3.0
3897,0.0,2.0
2925,2.0,1.0
3841,1.0,1.0
2857,1.0,0.0
2461,1.0,0.0
3916,0.0,3.0
3501,2.0,0.0
2749,1.0,1.0
3201,0.0,1.0
2855,0.0,1.0
3121,0.0,2.0
2772,0.0,2.0
2842,0.0,1.0
2981,0.0,2.0
3175,1.0,1.0
3941,2.0,0.0
3927,2.0,1.0
2877,1.0,1.0
2951,0.0,1.0
3254,2.0,1.0
2734,0.0,3.0
2400,0.0,3.0
3618,0.0,3.0
2442,0.0,1.0
2675,1.0,1.0
2938,1.0,0.0
2884,0.0,1.0
2264,0.0,2.0
2658,0.0,1.0
3829,0.0,1.0
3032,0.0,1.0
3274,1.0,1.0
3689,0.0,2.0
2587,1.0,0.0
2840,0.0,2.0
2628,0.0,2.0
3447,0.0,3.0
2614,0.0,1.0
3800,0.0,1.0
2985,1.0,0.0
2634,1.0,1.0
3930,0.0,1.0
3914,0.0,2.0
3228,2.0,1.0
2298,2.0,1.0
3327,0.0,1.0
2381,0.0,1.0
3893,1.0,0.0
2423,0.0,2.0
3945,1.0,0.0
3356,0.0,1.0
3940,0.0,3.0
3031,1.0,2.0
2431,2.0,1.0
3787,2.0,0.0
3709,0.0,3.0
2215,0.0,1.0
2191,0.0,1.0
3405,0.0,1.0
3117,0.0,1.0
2921,1.0,1.0
3751,0.0,1.0
3682,0.0,1.0
2062,0.0,2.0
2894,2.0,0.0
2039,0.0,3.0
3402,1.0,1.0
2313,0.0,1.0
2683,2.0,1.0
3853,0.0,3.0
2080,0.0,3.0
3044,1.0,1.0
3141,2.0,1.0
3349,0.0,1.0
2320,0.0,1.0
2722,1.0,1.0
2270,2.0,0.0
3975,0.0,3.0
3178,0.0,2.0
2183,0.0,1.0
2971,1.0,1.0
3999,2.0,1.0
3948,1.0,0.0
3421,1.0,1.0
3966,2.0,0.0
3634,1.0,1.0
3641,0.0,1.0
2888,0.0,2.0
2654,2.0,0.0
2687,2.0,1.0
3660,0.0,1.0
2197,0.0,1.0
2129,0.0,1.0
3773,0.0,1.0
2388,0.0,3.0
2788,0.0,3.0
2406,1.0,0.0
3732,0.0,3.0
2011,2.0,0.0
2086,1.0,1.0
2557,1.0,0.0
3556,3.0,0.0
2673,2.0,1.0
2846,0.0,2.0
2180,2.0,0.0
3318,1.0,2.0
2257,0.0,2.0
3604,0.0,3.0
2344,3.0,0.0
3838,0.0,2.0
2817,2.0,0.0
2737,0.0,1.0
2104,0.0,1.0
2010,0.0,1.0
3409,2.0,0.0
3802,1.0,0.0
2336,0.0,1.0
3516,0.0,3.0
2128,0.0,2.0
3070,2.0,0.0
2444,0.0,3.0
3445,0.0,3.0
3698,0.0,3.0
2618,3.0,0.0
2814,2.0,0.0
2694,0.0,3.0
2326,2.0,0.0
3442,0.0,2.0
2181,3.0,0.0
3532,1.0,1.0
3054,2.0,0.0
