,senior-level_skill
3255,1.0
3437,1.0
2188,1.0
2753,1.0
2533,1.0
3140,1.0
3291,1.0
2812,1.0
2164,1.0
3592,1.0
3560,0.0
2937,1.0
3297,1.0
2263,1.0
3542,1.0
3633,1.0
2939,1.0
2886,1.0
2821,1.0
2989,1.0
2493,1.0
3879,1.0
3066,1.0
3090,1.0
3847,1.0
3068,1.0
2078,1.0
3107,1.0
3366,1.0
2463,1.0
2100,1.0
3643,0.0
2022,1.0
3578,0.0
2009,1.0
3241,0.0
3894,1.0
3770,1.0
3737,1.0
3595,1.0
3561,1.0
3557,1.0
3142,1.0
2208,1.0
2899,1.0
3621,1.0
2515,1.0
2785,1.0
3111,1.0
2887,1.0
3380,1.0
3541,1.0
3491,1.0
2435,1.0
3358,1.0
3392,1.0
2040,1.0
2249,1.0
2393,1.0
3639,1.0
2651,1.0
3810,1.0
2941,1.0
3782,1.0
3290,1.0
2835,1.0
2599,1.0
2801,1.0
3597,1.0
3897,1.0
2925,1.0
3841,1.0
2857,1.0
2461,1.0
3916,1.0
3501,1.0
2749,1.0
3201,1.0
2855,1.0
3121,1.0
2772,1.0
2842,1.0
2981,1.0
3175,1.0
3941,1.0
3927,1.0
2877,1.0
2951,1.0
3254,1.0
2734,1.0
2400,0.0
3618,1.0
2442,1.0
2675,1.0
2938,1.0
2884,1.0
2264,1.0
2658,1.0
3829,1.0
3032,1.0
3274,1.0
3689,1.0
2587,1.0
2840,1.0
2628,1.0
3447,1.0
2614,1.0
3800,1.0
2985,0.0
2634,1.0
3930,1.0
3914,1.0
3228,1.0
2298,1.0
3327,1.0
2381,1.0
3893,1.0
2423,1.0
3945,1.0
3356,1.0
3940,0.0
3031,1.0
2431,1.0
3787,1.0
3709,1.0
2215,1.0
2191,1.0
3405,1.0
3117,1.0
2921,1.0
3751,1.0
3682,1.0
2062,1.0
2894,1.0
2039,1.0
3402,1.0
2313,1.0
2683,1.0
3853,1.0
2080,1.0
3044,1.0
3141,1.0
3349,1.0
2320,1.0
2722,1.0
2270,1.0
3975,1.0
3178,1.0
2183,1.0
2971,1.0
3999,1.0
3948,1.0
3421,1.0
3966,1.0
3634,1.0
3641,1.0
2888,1.0
2654,1.0
2687,1.0
3660,1.0
2197,1.0
2129,1.0
3773,1.0
2388,1.0
2788,1.0
2406,0.0
3732,1.0
2011,1.0
2086,1.0
2557,1.0
3556,1.0
2673,1.0
2846,1.0
2180,1.0
3318,1.0
2257,1.0
3604,1.0
2344,1.0
3838,1.0
2817,1.0
2737,1.0
2104,1.0
2010,1.0
3409,1.0
3802,1.0
2336,1.0
3516,1.0
2128,0.0
3070,1.0
2444,1.0
3445,1.0
3698,0.0
2618,1.0
2814,1.0
2694,1.0
2326,1.0
3442,1.0
2181,0.0
3532,1.0
3054,1.0
