,y_hat
3255,False
3437,False
2188,False
2753,False
2533,False
3140,False
3291,False
2812,False
2164,False
3592,False
3560,False
2937,False
3297,False
2263,False
3542,False
3633,False
2939,False
2886,False
2821,False
2989,False
2493,False
3879,False
3066,False
3090,False
3847,False
3068,False
2078,False
3107,False
3366,False
2463,False
2100,False
3643,False
2022,False
3578,False
2009,False
3241,False
3894,False
3770,False
3737,False
3595,False
3561,False
3557,False
3142,False
2208,False
2899,False
3621,False
2515,False
2785,False
3111,False
2887,False
3380,False
3541,False
3491,False
2435,False
3358,False
3392,False
2040,False
2249,False
2393,False
3639,False
2651,False
3810,False
2941,False
3782,False
3290,False
2835,False
2599,False
2801,False
3597,False
3897,False
2925,False
3841,False
2857,False
2461,False
3916,False
3501,False
2749,False
3201,False
2855,False
3121,False
2772,False
2842,False
2981,False
3175,False
3941,False
3927,False
2877,False
2951,False
3254,False
2734,False
2400,False
3618,False
2442,False
2675,False
2938,False
2884,False
2264,False
2658,False
3829,False
3032,False
3274,False
3689,False
2587,False
2840,False
2628,False
3447,False
2614,False
3800,False
2985,False
2634,False
3930,False
3914,False
3228,False
2298,False
3327,False
2381,False
3893,False
2423,False
3945,False
3356,False
3940,False
3031,False
2431,False
3787,False
3709,False
2215,False
2191,False
3405,False
3117,False
2921,False
3751,False
3682,False
2062,False
2894,False
2039,False
3402,False
2313,False
2683,False
3853,False
2080,False
3044,False
3141,False
3349,False
2320,False
2722,False
2270,False
3975,False
3178,False
2183,False
2971,False
3999,False
3948,False
3421,False
3966,False
3634,False
3641,False
2888,False
2654,False
2687,False
3660,False
2197,False
2129,False
3773,False
2388,False
2788,False
2406,False
3732,False
2011,False
2086,False
2557,False
3556,False
2673,False
2846,False
2180,False
3318,False
2257,False
3604,False
2344,False
3838,False
2817,False
2737,False
2104,False
2010,False
3409,False
3802,False
2336,False
3516,False
2128,False
3070,False
2444,False
3445,False
3698,False
2618,False
2814,False
2694,False
2326,False
3442,False
2181,False
3532,False
3054,False
