,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
200,3.0,0.0,0.91106904,6.0,0.0,1.0
201,9.0,1.0,0.6129774,7.0,6.0,5.0
202,3.0,1.0,0.5032197,2.0,7.0,7.0
203,1.0,3.0,0.6394417,3.0,6.0,1.0
204,4.0,0.0,0.91497195,4.0,0.0,9.0
205,4.0,1.0,0.88493705,3.0,2.0,9.0
206,4.0,2.0,0.60309017,4.0,2.0,2.0
207,1.0,0.0,0.88812244,4.0,4.0,7.0
208,0.0,1.0,0.28251874,0.0,4.0,7.0
209,1.0,2.0,0.063448906,3.0,4.0,3.0
210,2.0,0.0,0.11387098,5.0,2.0,3.0
211,1.0,2.0,0.50825596,2.0,5.0,1.0
212,4.0,3.0,0.11738098,6.0,4.0,4.0
213,2.0,2.0,0.5430685,5.0,0.0,6.0
214,5.0,2.0,0.3044846,4.0,5.0,3.0
215,4.0,2.0,0.8006114,6.0,3.0,0.0
216,3.0,1.0,0.21286583,4.0,10.0,6.0
217,4.0,3.0,0.18288851,2.0,9.0,0.0
218,2.0,0.0,0.32530594,4.0,7.0,5.0
219,0.0,0.0,0.00031626225,2.0,3.0,4.0
220,2.0,0.0,0.84350896,2.0,12.0,5.0
221,4.0,1.0,0.5084615,2.0,6.0,3.0
222,10.0,0.0,0.3014785,2.0,2.0,1.0
223,1.0,1.0,0.8589407,1.0,2.0,3.0
224,6.0,2.0,0.6480882,6.0,6.0,2.0
225,5.0,2.0,0.45977414,4.0,2.0,5.0
226,5.0,1.0,0.41572297,8.0,8.0,6.0
227,4.0,2.0,0.70251775,5.0,2.0,2.0
228,1.0,3.0,0.24128139,4.0,5.0,6.0
229,1.0,0.0,0.6387334,5.0,3.0,3.0
230,2.0,0.0,0.039702177,4.0,2.0,5.0
231,3.0,2.0,0.63396215,4.0,4.0,5.0
232,3.0,3.0,0.760986,4.0,10.0,3.0
233,2.0,1.0,0.9005368,4.0,2.0,2.0
234,7.0,0.0,0.7090843,5.0,4.0,6.0
235,2.0,1.0,0.09296,4.0,3.0,6.0
236,3.0,0.0,0.9563663,2.0,3.0,2.0
237,2.0,1.0,0.13092184,6.0,1.0,1.0
238,4.0,2.0,0.67295647,4.0,3.0,3.0
239,2.0,0.0,0.7148125,4.0,8.0,2.0
240,3.0,1.0,0.2900926,5.0,3.0,3.0
241,6.0,2.0,0.9164734,7.0,2.0,1.0
242,3.0,1.0,0.3437413,3.0,10.0,8.0
243,1.0,0.0,0.11649048,3.0,2.0,0.0
244,3.0,3.0,0.3184154,6.0,4.0,4.0
245,1.0,2.0,0.30070484,4.0,1.0,3.0
246,2.0,0.0,0.62692034,3.0,1.0,5.0
247,3.0,1.0,0.19716668,0.0,1.0,6.0
248,1.0,0.0,0.6849983,4.0,1.0,3.0
249,6.0,0.0,0.958498,3.0,3.0,7.0
250,2.0,2.0,0.8397453,4.0,4.0,1.0
251,3.0,0.0,0.46940446,9.0,5.0,4.0
252,2.0,2.0,0.9302758,1.0,7.0,2.0
253,4.0,0.0,0.6350045,4.0,6.0,2.0
254,2.0,2.0,0.06428945,6.0,1.0,8.0
255,1.0,0.0,0.59952474,5.0,0.0,3.0
256,3.0,1.0,0.28197002,4.0,7.0,4.0
257,1.0,0.0,0.70291126,6.0,6.0,2.0
258,2.0,1.0,0.7428374,5.0,10.0,4.0
259,1.0,0.0,0.66928923,3.0,3.0,2.0
260,8.0,3.0,0.8669205,4.0,4.0,3.0
