,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.75,0.75,1.0,0.0,0.9791666666666666,1.0,"[1.0, 1.0]",50.0,0.5,individualized,improvement,0,"[[0.22587006803911844, 0.4517401360782369, 2.326834950720048], [-0.9436853063599802]]",0.9458333849906921,5.076458346309761
1,1.0,0.75,0.75,0.75,0.0,1.0,,"[1.0, 1.0, 1.0]",50.0,0.5,individualized,acceptance,0,"[[0.22587006803911844, 0.4517401360782369, 2.326834950720048], [-0.9436853063599802]]",1.0,5.1431250095988315
2,1.0,0.75,0.75,0.75,0.0,1.0,,"[1.0, 1.0, 1.0]",50.0,0.5,individualized,counterfactual,0,"[[0.22587006803911844, 0.4517401360782369, 2.326834950720048], [-0.9436853063599802]]",1.0,2.9933333403198046
3,1.0,0.75,0.75,1.0,0.0,0.9583333333333334,,"[1.0, 1.0]",50.0,0.5,subpopulation,improvement,0,"[[0.22587006803911844, 0.4517401360782369, 2.326834950720048], [-0.9436853063599802]]",0.9416666030883789,5.028333346061408
4,1.0,0.75,0.75,0.75,0.0,1.0,,"[1.0, 1.0, 1.0]",50.0,0.5,subpopulation,acceptance,0,"[[0.22587006803911844, 0.4517401360782369, 2.326834950720048], [-0.9436853063599802]]",1.0,3.2629166770090037
5,1.0,0.75,0.75,1.0,0.0,0.9791666666666666,1.0,"[1.0, 1.0]",50.0,0.5,individualized,improvement,1,"[[0.22587006803911844, 0.4517401360782369, 2.326834950720048], [-0.9436853063599802]]",0.9750000238418579,5.441875001930942
6,1.0,0.75,0.75,0.8541666865348816,0.0,1.0,,"[1.0, 1.0, 1.0]",50.0,0.5,individualized,acceptance,1,"[[0.22587006803911844, 0.4517401360782369, 2.326834950720048], [-0.9436853063599802]]",1.0,5.441875001930942
7,1.0,0.75,0.75,0.8541666865348816,0.0,1.0,,"[1.0, 1.0, 1.0]",50.0,0.5,individualized,counterfactual,1,"[[0.22587006803911844, 0.4517401360782369, 2.326834950720048], [-0.9436853063599802]]",1.0,2.816875005881302
8,1.0,0.75,0.75,1.0,0.0,0.9791666666666666,,"[1.0, 1.0]",50.0,0.5,subpopulation,improvement,1,"[[0.22587006803911844, 0.4517401360782369, 2.326834950720048], [-0.9436853063599802]]",0.9624999761581421,5.423333335562298
9,1.0,0.75,0.75,0.875,0.0,1.0,,"[1.0, 1.0, 1.0]",50.0,0.5,subpopulation,acceptance,1,"[[0.22587006803911844, 0.4517401360782369, 2.326834950720048], [-0.9436853063599802]]",1.0,3.6931250050167246
10,1.0,0.75,0.75,1.0,0.0,0.8958333333333334,1.0,"[1.0, 1.0]",50.0,0.5,individualized,improvement,2,"[[0.26258916572188806, 0.5251783314437761, 2.0264208254098826], [-1.4550656413848884]]",0.9083333015441895,6.806041668650384
11,1.0,0.75,0.75,0.8541666865348816,0.0,1.0,,"[1.0, 1.0, 1.0]",50.0,0.5,individualized,acceptance,2,"[[0.26258916572188806, 0.5251783314437761, 2.0264208254098826], [-1.4550656413848884]]",0.98333340883255,6.806041668650384
12,1.0,0.75,0.75,0.8541666865348816,0.0,1.0,,"[1.0, 1.0, 1.0]",50.0,0.5,individualized,counterfactual,2,"[[0.26258916572188806, 0.5251783314437761, 2.0264208254098826], [-1.4550656413848884]]",0.98333340883255,3.6768749953309694
13,1.0,0.75,0.75,1.0,0.0,0.9583333333333334,,"[1.0, 1.0]",50.0,0.5,subpopulation,improvement,2,"[[0.26258916572188806, 0.5251783314437761, 2.0264208254098826], [-1.4550656413848884]]",0.9291666746139526,6.7541666686503845
14,1.0,0.75,0.75,0.8541666865348816,0.0,1.0,,"[1.0, 1.0, 1.0]",50.0,0.5,subpopulation,acceptance,2,"[[0.26258916572188806, 0.5251783314437761, 2.0264208254098826], [-1.4550656413848884]]",0.987500011920929,
