,years_experience,degree
3501,0.0,2.0
2480,2.0,1.0
2311,1.0,3.0
2108,0.0,3.0
2857,0.0,3.0
3899,0.0,3.0
2783,1.0,3.0
3498,1.0,1.0
3314,1.0,0.0
2952,0.0,1.0
2071,0.0,1.0
2225,1.0,3.0
3818,0.0,2.0
3060,1.0,0.0
3752,1.0,2.0
3844,0.0,2.0
3512,1.0,0.0
2182,1.0,1.0
3312,0.0,1.0
3115,2.0,0.0
2307,0.0,3.0
2680,1.0,0.0
2401,1.0,2.0
2911,0.0,2.0
2546,0.0,3.0
3606,0.0,1.0
3253,0.0,2.0
3737,1.0,0.0
2007,0.0,1.0
2729,0.0,3.0
2042,3.0,1.0
2091,2.0,2.0
2901,0.0,3.0
2695,1.0,1.0
3468,0.0,1.0
3408,0.0,2.0
3797,3.0,1.0
3913,0.0,1.0
3732,2.0,0.0
2437,0.0,3.0
3868,1.0,0.0
3108,0.0,2.0
2575,0.0,3.0
3083,0.0,1.0
3473,2.0,2.0
2614,1.0,1.0
2229,0.0,1.0
2834,1.0,3.0
2848,3.0,1.0
3726,0.0,1.0
3257,1.0,1.0
3354,0.0,1.0
2562,2.0,1.0
3614,1.0,3.0
2986,1.0,1.0
3465,0.0,2.0
2058,1.0,1.0
3207,0.0,2.0
3240,2.0,1.0
2360,2.0,1.0
3510,0.0,2.0
2668,0.0,3.0
2199,0.0,2.0
2561,2.0,1.0
3311,0.0,3.0
3201,1.0,1.0
3039,1.0,1.0
3571,2.0,1.0
2308,0.0,1.0
3135,2.0,0.0
2949,0.0,2.0
2905,0.0,3.0
3219,1.0,1.0
3750,0.0,1.0
2198,2.0,1.0
3424,1.0,2.0
2245,0.0,1.0
3210,0.0,1.0
2830,1.0,1.0
3735,0.0,1.0
2803,0.0,1.0
2442,1.0,1.0
3306,1.0,3.0
2983,1.0,0.0
2172,1.0,1.0
3255,0.0,1.0
3786,0.0,3.0
3932,0.0,3.0
2255,2.0,1.0
3641,0.0,1.0
3888,2.0,1.0
2400,0.0,2.0
2838,0.0,2.0
3880,1.0,1.0
3166,0.0,1.0
3080,0.0,1.0
2359,2.0,1.0
3640,1.0,3.0
3592,1.0,3.0
3271,1.0,0.0
2738,1.0,2.0
3137,0.0,3.0
3929,0.0,1.0
2863,1.0,1.0
2673,0.0,2.0
3670,1.0,1.0
3728,1.0,0.0
3775,1.0,0.0
3869,1.0,1.0
3627,0.0,2.0
3862,0.0,1.0
3472,0.0,3.0
2399,2.0,0.0
3262,1.0,3.0
2937,1.0,1.0
3381,1.0,3.0
2569,1.0,1.0
3968,1.0,0.0
2048,2.0,1.0
3320,0.0,1.0
2871,0.0,1.0
2506,0.0,1.0
3308,0.0,1.0
2512,0.0,1.0
2538,0.0,2.0
3706,1.0,1.0
3134,1.0,1.0
3266,0.0,1.0
2978,1.0,1.0
2095,2.0,0.0
2716,1.0,3.0
3317,1.0,0.0
2971,2.0,1.0
3525,2.0,0.0
2334,0.0,2.0
2025,2.0,1.0
2010,1.0,3.0
2553,1.0,0.0
3847,0.0,3.0
2033,0.0,1.0
2510,1.0,2.0
3105,0.0,2.0
2120,0.0,2.0
2547,1.0,1.0
2189,2.0,0.0
2218,0.0,3.0
3235,0.0,1.0
2632,1.0,2.0
2323,1.0,1.0
3725,0.0,1.0
3353,0.0,1.0
2686,1.0,1.0
2497,0.0,1.0
2645,1.0,1.0
3017,0.0,3.0
3178,1.0,3.0
2361,0.0,2.0
2346,1.0,1.0
2019,0.0,2.0
2634,0.0,2.0
2492,2.0,1.0
3267,0.0,1.0
3994,0.0,1.0
2029,2.0,0.0
2956,1.0,1.0
2563,0.0,1.0
3258,1.0,0.0
2631,0.0,1.0
2291,0.0,2.0
2351,2.0,2.0
2478,0.0,1.0
2451,0.0,2.0
3699,0.0,3.0
2423,0.0,2.0
2646,0.0,1.0
3821,1.0,3.0
3206,0.0,3.0
2902,1.0,1.0
2659,0.0,2.0
3677,1.0,1.0
3457,0.0,1.0
3843,2.0,1.0
3140,0.0,1.0
2379,3.0,1.0
2814,0.0,1.0
3646,0.0,3.0
2387,0.0,3.0
3763,0.0,1.0
2559,0.0,1.0
2180,0.0,2.0
3493,3.0,0.0
2960,0.0,1.0
2469,0.0,1.0
3112,1.0,3.0
2749,1.0,1.0
3514,1.0,3.0
2988,0.0,3.0
2688,1.0,3.0
3607,2.0,0.0
2678,2.0,1.0
