,y_hat
1681,False
1097,False
1366,False
1383,False
1977,False
1588,False
1320,False
1648,False
1883,False
1574,False
1661,False
1539,False
1831,False
1084,False
1464,False
1236,False
1533,False
1030,False
1941,False
1791,False
1741,False
1627,False
1102,False
1560,False
1189,False
1961,False
1398,False
1568,False
1312,False
1484,False
1214,False
1717,False
1565,False
1934,False
1742,False
1911,False
1070,False
1898,False
1150,False
1060,False
1344,False
1206,False
1168,False
1708,False
1076,False
1198,False
1626,False
1576,False
1133,False
1740,False
1814,False
1855,False
1991,False
1529,False
1906,False
1379,False
1468,False
1010,False
1233,False
1955,False
1652,False
1639,False
1492,False
1607,False
1884,False
1435,False
1258,False
1667,False
1685,False
1621,False
1587,False
1306,False
1569,False
1457,False
1331,False
1769,False
1900,False
1364,False
1036,False
1245,False
1757,False
1761,False
1065,False
1675,False
1077,False
1801,False
1075,False
1899,False
1954,False
1289,False
1128,False
1557,False
1886,False
1197,False
1179,False
1316,False
1824,False
1131,False
1388,False
1408,False
