,x1,x2
3350,1.8,0.0
2832,3.0,-0.0
3812,2.3,-0.0
3499,2.4,0.0
3212,1.5,2.4
2741,1.5,3.0
2276,1.2,-0.0
3970,2.4,0.0
3694,1.8,0.0
2313,3.6,-0.0
3722,0.6,1.5
3139,3.0,-0.0
2444,1.4,2.1
3950,0.8,2.3
3887,2.7,1.3
2746,2.7,2.6
2921,1.3,0.0
2353,3.0,0.0
3387,1.4,0.0
2456,3.2,-0.0
3050,2.6,-0.0
3418,2.5,2.9
3832,3.3,-0.0
2668,2.4,-0.0
3997,1.2,0.0
3075,1.9,-0.0
3293,0.9,0.0
3474,0.3,1.5
3018,2.3,4.0
3618,1.3,3.7
2810,0.2,0.0
3774,1.1,0.0
3205,2.1,-0.0
3527,1.4,-0.0
2508,1.8,-0.0
2540,2.5,0.0
3227,2.7,0.0
3953,2.6,0.0
2316,2.1,0.0
2714,1.8,-0.0
2479,0.2,2.6
2791,0.0,1.8
3173,1.8,-0.0
3140,3.5,0.0
2806,1.8,0.0
2517,1.2,-0.0
3109,2.0,-0.0
3461,2.5,0.0
2202,2.6,4.4
3534,0.8,2.6
2778,-0.0,-0.1
3619,0.9,0.0
3593,0.7,1.0
3892,1.7,0.0
2858,1.6,0.0
3969,1.6,0.0
2699,2.2,-0.0
2230,1.5,0.0
2672,1.6,0.0
3153,2.2,0.0
2219,0.5,-0.0
2887,2.9,0.0
2589,2.1,2.8
3738,1.9,-0.0
2664,0.7,2.6
2489,2.8,3.3
2059,2.0,0.0
3615,2.8,0.0
3506,0.4,2.0
2044,2.0,2.5
3890,0.2,1.0
3399,3.8,-0.0
3191,0.2,-0.0
3512,0.3,1.4
2477,0.6,4.8
2307,0.5,0.0
3824,3.5,-0.0
3919,-0.0,0.7
2861,1.6,-0.0
3522,1.8,0.0
2961,2.1,4.1
3978,1.3,0.0
3529,0.8,-0.0
3226,2.8,0.0
2428,3.4,-0.0
2840,2.0,-0.0
3423,1.3,0.8
3849,2.0,-0.0
3995,-0.0,1.7
2775,1.5,-0.0
2586,1.0,1.1
2194,3.4,0.0
3067,0.2,4.1
3351,2.5,0.0
2883,1.5,-0.0
3541,0.5,0.0
3441,0.8,0.0
2452,2.4,0.0
2234,0.7,-0.0
2356,2.4,-0.0
3091,0.5,3.6
3837,0.4,0.0
2261,0.1,0.0
3198,2.4,3.9
3421,1.0,4.0
3427,1.3,0.0
3468,2.2,3.8
3493,2.4,-0.0
3782,0.1,0.0
3244,1.7,3.4
3835,1.1,2.1
2200,2.7,-0.0
2252,2.8,0.0
2737,2.1,4.3
3371,0.8,-0.0
2186,2.8,0.0
3287,2.2,-0.0
3675,0.1,2.6
2463,0.3,2.7
3443,3.3,0.0
3195,0.2,2.9
2416,0.1,0.2
3335,2.2,0.0
3936,2.4,-0.0
3116,1.9,1.9
3035,1.4,2.6
3905,0.6,0.0
2531,1.5,3.0
3021,0.3,1.9
3243,1.8,-0.0
2716,2.9,-0.0
2584,0.9,2.6
3831,2.5,-0.0
3710,2.1,-0.0
2738,1.7,-0.0
3157,2.6,-0.0
3623,2.0,4.9
2918,0.7,0.0
2421,0.1,2.7
3886,1.3,-0.0
2334,1.7,0.0
2136,3.8,0.0
2377,0.1,-0.0
3721,2.1,0.0
3851,1.5,2.6
2386,2.2,1.0
2057,2.5,-0.0
3273,1.3,-0.0
3558,2.5,-0.0
3255,0.7,-0.0
3103,2.0,-0.0
3825,1.1,2.3
3223,2.3,0.0
3312,2.6,3.6
2439,2.3,0.0
2075,0.8,1.4
3463,0.7,2.8
2872,0.9,-0.0
3511,2.4,3.0
3988,1.9,-0.0
2703,1.9,-0.0
2138,1.0,3.1
3697,3.5,5.0
3484,3.2,6.0
2199,2.2,-0.0
2504,2.4,5.7
3798,1.5,2.5
2629,1.9,-0.0
2438,0.4,1.3
3855,1.7,-0.0
2240,1.7,0.0
2684,1.4,1.8
2081,0.1,0.0
2148,1.4,-0.0
2454,0.0,1.2
2665,1.0,0.0
3490,3.2,0.0
3291,1.6,-0.0
2538,3.5,0.0
2172,0.4,-0.0
2001,0.0,3.6
2325,0.0,2.0
3254,2.0,3.3
2008,1.9,0.0
2308,1.6,2.3
3206,0.3,0.0
2863,0.2,1.8
2097,0.9,-0.0
2021,1.5,2.3
2845,3.1,-0.0
2888,2.1,0.0
3605,2.0,3.1
2445,1.7,0.0
2518,1.1,0.0
3325,2.0,0.0
2530,0.4,4.1
2422,2.0,-0.0
3994,0.3,2.7
3531,1.4,4.6
3185,1.6,-0.0
