,years_experience,degree,nr_commits,nr_languages,nr_stars
2493,2.0,0.0,25.0,3.0,2.0
3711,2.0,0.0,25.0,0.0,5.0
2640,0.0,1.0,5.0,2.0,4.0
2621,2.0,0.0,20.0,5.0,5.0
3178,0.0,2.0,6.0,3.0,0.0
3462,3.0,0.0,34.0,13.0,2.0
3507,3.0,0.0,38.0,4.0,2.0
3855,0.0,0.0,3.0,6.0,2.0
2269,2.0,1.0,24.0,7.0,2.0
3176,2.0,1.0,25.0,5.0,1.0
3449,2.0,1.0,25.0,2.0,2.0
2550,1.0,0.0,14.0,1.0,3.0
2046,1.0,2.0,16.0,7.0,3.0
3371,0.0,1.0,5.0,6.0,5.0
3296,0.0,1.0,2.0,5.0,4.0
3881,1.0,0.0,11.0,7.0,7.0
2603,2.0,1.0,22.0,11.0,6.0
3413,2.0,0.0,24.0,2.0,2.0
2483,1.0,1.0,15.0,3.0,4.0
2852,1.0,1.0,16.0,1.0,4.0
2872,0.0,0.0,5.0,4.0,5.0
3737,2.0,0.0,26.0,1.0,4.0
2810,0.0,0.0,5.0,1.0,4.0
3593,0.0,0.0,1.0,8.0,4.0
2531,2.0,1.0,25.0,11.0,3.0
2129,1.0,1.0,14.0,3.0,6.0
2442,0.0,0.0,8.0,0.0,3.0
2563,3.0,0.0,33.0,6.0,3.0
3519,1.0,0.0,13.0,2.0,13.0
3196,1.0,0.0,15.0,2.0,1.0
3643,1.0,0.0,15.0,0.0,1.0
2569,1.0,1.0,14.0,1.0,2.0
3340,3.0,0.0,35.0,2.0,8.0
3615,0.0,1.0,6.0,4.0,8.0
3182,2.0,0.0,27.0,3.0,1.0
2258,0.0,1.0,3.0,4.0,4.0
3380,1.0,0.0,12.0,10.0,11.0
2181,3.0,0.0,37.0,2.0,1.0
2680,3.0,0.0,34.0,9.0,9.0
3714,2.0,0.0,24.0,2.0,5.0
3692,2.0,1.0,21.0,4.0,3.0
2757,2.0,0.0,22.0,3.0,7.0
2024,1.0,0.0,15.0,4.0,5.0
2461,3.0,0.0,38.0,0.0,7.0
3257,2.0,0.0,26.0,6.0,7.0
2628,0.0,0.0,5.0,3.0,2.0
3719,0.0,2.0,7.0,0.0,5.0
2702,1.0,0.0,14.0,5.0,1.0
3924,2.0,0.0,22.0,1.0,7.0
3185,4.0,0.0,44.0,8.0,6.0
2782,0.0,1.0,4.0,4.0,3.0
2604,2.0,0.0,26.0,12.0,4.0
2716,1.0,1.0,15.0,6.0,5.0
2742,2.0,0.0,22.0,11.0,2.0
3626,0.0,0.0,1.0,6.0,8.0
2261,0.0,2.0,5.0,3.0,8.0
3760,2.0,1.0,22.0,11.0,4.0
2558,1.0,0.0,16.0,7.0,5.0
2847,0.0,0.0,4.0,0.0,14.0
3952,2.0,0.0,23.0,11.0,2.0
2683,1.0,0.0,13.0,4.0,2.0
3372,2.0,0.0,24.0,6.0,2.0
2626,3.0,0.0,35.0,4.0,8.0
3016,2.0,0.0,24.0,1.0,6.0
2954,1.0,1.0,15.0,1.0,3.0
2752,1.0,0.0,11.0,4.0,5.0
3696,1.0,0.0,11.0,6.0,5.0
2618,3.0,0.0,33.0,15.0,5.0
3611,3.0,0.0,30.0,7.0,10.0
3274,2.0,0.0,23.0,1.0,1.0
3020,2.0,0.0,25.0,1.0,4.0
3347,3.0,0.0,34.0,1.0,5.0
2033,0.0,1.0,3.0,3.0,5.0
2876,2.0,0.0,25.0,1.0,5.0
3543,1.0,0.0,14.0,6.0,6.0
2703,0.0,0.0,9.0,4.0,4.0
3336,4.0,0.0,42.0,4.0,5.0
2392,1.0,0.0,13.0,2.0,4.0
3019,2.0,0.0,22.0,8.0,1.0
3728,0.0,0.0,5.0,1.0,3.0
3003,0.0,2.0,4.0,1.0,4.0
2186,2.0,0.0,24.0,11.0,5.0
2880,2.0,0.0,26.0,1.0,7.0
3934,2.0,1.0,25.0,0.0,2.0
2123,2.0,0.0,24.0,6.0,1.0
3766,3.0,0.0,41.0,1.0,16.0
3373,2.0,2.0,23.0,8.0,1.0
3246,2.0,0.0,22.0,2.0,2.0
3838,2.0,0.0,23.0,1.0,7.0
3619,3.0,0.0,35.0,15.0,3.0
3970,2.0,1.0,26.0,0.0,3.0
2652,1.0,0.0,13.0,4.0,5.0
2614,0.0,0.0,8.0,5.0,3.0
2323,1.0,0.0,17.0,9.0,2.0
3345,2.0,0.0,25.0,4.0,3.0
2772,1.0,0.0,10.0,13.0,4.0
2777,3.0,0.0,40.0,1.0,2.0
3584,2.0,0.0,22.0,0.0,4.0
2515,0.0,0.0,6.0,1.0,3.0
2520,2.0,0.0,24.0,6.0,5.0
3465,1.0,2.0,13.0,3.0,4.0
