ix,goal_cost,intv_cost
1229,0.9599999785423279,1.5
1014,0.952,3.4000000000000004
1351,0.007000000216066837,0.0
1689,0.953,4.0
1193,0.96,5.4
1741,0.954,4.3
1306,0.962,1.9
1494,0.951,4.2
1966,0.22499999403953552,0.0
1840,0.9570000171661377,1.5
1353,0.0820000022649765,0.0
1858,0.04899999871850014,0.0
1257,0.972,1.6
1267,0.951,5.2
1300,0.952,3.0
1467,0.959,1.8
1371,0.963,1.9
1359,0.952,1.4
1828,0.951,3.5
1253,0.951,4.7
1768,0.956,6.699999999999999
1847,0.955,4.4
1309,0.959,1.9
1645,0.953,2.9
1750,0.953,4.6
1443,0.951,4.5
1003,0.951,3.7
1942,0.955,3.1
1126,0.951,3.6
1245,0.955,4.4
1279,0.955,3.1
1334,0.963,3.6
1802,0.954,4.0
1580,0.07000000029802322,0.0
1688,0.955,4.3
1906,0.952,4.699999999999999
1382,0.956,4.3
1270,0.2409999966621399,0.0
1977,0.964,4.7
1658,0.957,1.4
1643,0.959,2.8
1531,0.955,3.7
1096,0.957,1.5
1720,0.955,1.6
1880,0.957,1.9
1033,0.951,3.0999999999999996
1602,0.953,3.6
1608,0.9620000123977661,1.5
1379,0.953,4.0
1085,0.967,1.6
1543,0.951,1.5
1687,0.953,3.9
1030,0.954,4.0
1864,0.957,3.0999999999999996
1791,0.951,4.5
1593,0.953,4.4
1680,0.952,4.2
1216,0.951,3.5
1132,0.953,2.9
1415,0.954,1.9
1496,0.955,3.2
1182,0.952,2.9
1473,0.968,1.5
1171,0.955,4.2
1386,0.97,1.6
1777,0.952,5.2
1900,0.951,4.8
1119,0.953,4.1
1952,0.958,4.3
1552,0.959,1.4
1346,0.959,4.1
1733,0.957,1.7
1453,0.957,3.7
1440,0.951,1.5
1974,0.953000009059906,1.5
1093,0.10999999940395355,0.0
1069,0.964,1.6
1781,0.955,4.3
1065,0.951,1.5
1289,0.96,4.2
1485,0.951,3.1
1366,0.957,1.4
1589,0.957,5.8
1883,0.951,4.199999999999999
1278,0.954,4.4
1439,0.07199999690055847,0.0
1203,0.953,1.6
1904,0.951,5.9
1231,0.958,4.5
1717,0.951,5.2
1244,0.957,3.7
1271,0.597000002861023,0.0
1483,0.954,5.9
1422,0.953,4.0
1484,0.020999999716877937,0.0
1623,0.953,1.6
1556,0.13099999725818634,0.0
1202,0.951,4.8
1935,0.953,1.4
1333,0.958,1.9
