,y
412,0.0
487,1.0
310,0.0
426,0.0
401,0.0
253,1.0
335,1.0
375,0.0
422,0.0
408,0.0
269,0.0
274,0.0
444,0.0
307,0.0
388,1.0
450,0.0
385,0.0
459,0.0
495,0.0
391,0.0
322,0.0
463,1.0
370,0.0
471,1.0
424,0.0
357,0.0
280,0.0
488,1.0
314,1.0
275,0.0
395,0.0
299,0.0
432,0.0
288,0.0
447,0.0
268,0.0
379,0.0
250,0.0
400,0.0
421,1.0
301,0.0
281,0.0
411,0.0
328,0.0
383,0.0
339,0.0
425,0.0
393,0.0
443,0.0
416,0.0
353,1.0
354,1.0
466,1.0
423,0.0
261,0.0
496,0.0
458,0.0
300,0.0
255,1.0
366,0.0
279,0.0
302,0.0
305,0.0
312,0.0
325,1.0
481,0.0
344,1.0
294,1.0
266,0.0
259,1.0
445,1.0
452,0.0
398,0.0
477,0.0
319,1.0
439,1.0
308,0.0
429,1.0
456,0.0
336,0.0
407,0.0
420,0.0
430,1.0
284,1.0
304,0.0
368,0.0
381,0.0
290,0.0
340,0.0
465,1.0
315,0.0
473,0.0
331,0.0
386,0.0
372,0.0
303,0.0
392,1.0
396,1.0
334,1.0
362,0.0
