,years_experience,degree
368,0.0,2.0
389,0.0,1.0
241,1.0,1.0
275,2.0,1.0
306,0.0,3.0
262,1.0,2.0
354,1.0,1.0
345,0.0,3.0
223,0.0,2.0
317,2.0,0.0
268,2.0,1.0
228,1.0,2.0
312,0.0,2.0
355,1.0,0.0
221,0.0,1.0
392,0.0,2.0
283,0.0,3.0
286,1.0,1.0
300,3.0,0.0
293,1.0,1.0
364,0.0,2.0
248,0.0,1.0
297,0.0,1.0
253,2.0,1.0
266,1.0,0.0
250,1.0,1.0
282,1.0,1.0
227,1.0,2.0
362,1.0,0.0
366,1.0,2.0
332,3.0,0.0
382,1.0,1.0
202,1.0,0.0
207,0.0,2.0
231,0.0,1.0
394,0.0,0.0
377,1.0,2.0
344,0.0,1.0
242,0.0,3.0
238,0.0,1.0
351,0.0,1.0
346,1.0,1.0
234,1.0,1.0
217,0.0,3.0
307,0.0,1.0
397,0.0,1.0
264,2.0,1.0
318,4.0,0.0
371,0.0,1.0
281,0.0,1.0
