,senior-level_skill
3664,1.0
2741,1.0
3947,1.0
2282,1.0
2980,1.0
2916,1.0
2206,1.0
2841,1.0
2731,0.0
2112,1.0
2106,1.0
2561,0.0
2749,1.0
3635,1.0
2203,1.0
3770,1.0
2303,0.0
3581,1.0
2438,1.0
2887,1.0
3471,1.0
2272,1.0
2665,1.0
2010,1.0
2094,1.0
2648,1.0
3710,1.0
3479,1.0
2768,1.0
2200,0.0
3155,1.0
2507,1.0
3856,1.0
3040,1.0
2739,1.0
3603,1.0
3854,1.0
2797,1.0
3220,1.0
3767,0.0
2237,1.0
3262,1.0
3598,1.0
2280,1.0
2170,1.0
3705,1.0
3106,1.0
2777,1.0
2323,0.0
3204,1.0
2950,1.0
2285,1.0
2878,1.0
3585,1.0
3965,1.0
3091,1.0
3867,1.0
2468,1.0
2109,1.0
2088,1.0
2029,1.0
3938,1.0
2137,1.0
3544,1.0
3914,1.0
3520,1.0
2393,1.0
2350,1.0
3504,1.0
2133,1.0
2215,1.0
3733,1.0
2373,1.0
2213,1.0
2114,1.0
2179,1.0
2992,0.0
3509,1.0
2504,1.0
3102,1.0
3990,1.0
3303,1.0
2943,1.0
3594,1.0
2796,1.0
2298,1.0
2819,1.0
3646,0.0
3762,1.0
3491,1.0
2147,1.0
2613,1.0
2558,1.0
3597,1.0
3190,1.0
2556,1.0
2652,0.0
3054,1.0
3286,1.0
3027,1.0
2849,1.0
2483,1.0
2799,1.0
3842,1.0
3231,1.0
2826,1.0
3396,1.0
2527,1.0
3501,1.0
2045,0.0
3505,1.0
3087,1.0
3878,1.0
3462,1.0
2096,1.0
3790,1.0
2398,1.0
2290,1.0
3173,0.0
2217,1.0
3461,1.0
2019,1.0
2007,0.0
3390,1.0
2812,1.0
2467,1.0
3418,1.0
3420,1.0
3458,1.0
2554,1.0
3953,1.0
3587,1.0
3824,1.0
2220,1.0
2344,0.0
2461,1.0
3726,1.0
2790,1.0
3050,1.0
3805,1.0
3559,1.0
3746,1.0
3178,1.0
3545,1.0
3415,1.0
3828,0.0
2886,1.0
3662,1.0
3441,1.0
3376,1.0
3252,1.0
2926,1.0
2426,1.0
2784,1.0
3175,1.0
2612,1.0
3950,1.0
2278,1.0
2068,1.0
3827,1.0
3316,1.0
3819,1.0
2580,1.0
2985,1.0
2324,1.0
2404,1.0
3197,1.0
2513,1.0
2160,1.0
3970,1.0
2431,1.0
3952,1.0
2105,1.0
2420,1.0
2056,0.0
3280,1.0
3311,1.0
3228,1.0
3764,1.0
2549,1.0
3362,1.0
3557,0.0
2495,1.0
2162,1.0
2300,1.0
3051,1.0
2338,1.0
3410,1.0
3306,1.0
3906,1.0
3648,1.0
2813,1.0
3776,1.0
2108,0.0
2746,1.0
3201,1.0
3413,1.0
2372,1.0
3686,0.0
3601,1.0
