,y_hat
798,False
665,False
826,False
701,False
789,False
905,False
734,False
955,False
621,False
763,False
787,False
962,False
722,False
874,False
792,False
642,False
918,False
830,False
797,False
695,False
871,False
583,False
974,False
772,False
723,False
998,False
512,False
606,False
941,False
568,False
894,False
750,False
725,False
899,False
822,False
783,False
870,False
505,False
538,False
877,False
749,False
523,False
869,False
854,False
685,False
754,False
919,False
577,False
623,False
861,False
639,False
813,False
800,False
655,False
614,False
930,False
963,False
533,False
943,False
529,False
791,False
645,False
508,False
683,False
864,False
987,False
564,False
718,False
796,False
949,False
979,False
928,False
687,False
530,False
692,False
651,False
715,False
847,False
504,False
732,False
617,False
748,False
603,False
627,False
549,False
961,False
794,False
947,False
572,False
526,False
503,False
713,False
546,False
558,False
948,False
616,False
609,False
774,False
744,False
534,False
