,0
985,0.0
746,0.0
726,1.0
661,1.0
951,1.0
635,1.0
625,0.0
601,1.0
727,0.0
597,1.0
619,1.0
644,0.0
900,0.0
692,1.0
957,0.0
844,0.0
762,0.0
631,0.0
678,1.0
778,0.0
806,0.0
960,0.0
735,0.0
959,1.0
870,1.0
827,0.0
731,1.0
977,1.0
914,1.0
890,1.0
887,1.0
991,0.0
718,0.0
662,1.0
536,1.0
652,0.0
761,1.0
771,1.0
809,0.0
728,1.0
743,0.0
954,1.0
897,0.0
792,1.0
643,0.0
757,1.0
798,0.0
579,1.0
859,0.0
552,0.0
620,1.0
676,0.0
646,1.0
599,1.0
518,0.0
737,1.0
993,1.0
868,0.0
940,1.0
730,0.0
825,0.0
522,0.0
948,1.0
668,1.0
657,1.0
709,1.0
998,1.0
693,0.0
550,0.0
523,1.0
978,0.0
641,1.0
754,1.0
711,1.0
613,1.0
695,1.0
902,0.0
674,0.0
849,1.0
814,0.0
567,1.0
749,0.0
607,0.0
834,1.0
509,1.0
585,1.0
588,1.0
935,1.0
882,1.0
616,0.0
639,0.0
867,0.0
973,0.0
524,0.0
892,1.0
621,0.0
920,1.0
602,0.0
650,1.0
707,0.0
