,0
677,0.0
735,0.0
854,0.0
610,0.0
603,0.0
656,0.0
736,0.0
546,0.0
856,0.0
647,0.0
508,0.0
919,0.0
982,0.0
598,0.0
584,0.0
915,0.0
958,0.0
589,0.0
818,0.0
840,0.0
920,0.0
586,0.0
522,0.0
778,0.0
913,1.0
590,0.0
690,0.0
948,0.0
779,0.0
594,0.0
894,0.0
583,0.0
538,0.0
807,0.0
775,0.0
946,0.0
580,0.0
613,0.0
635,1.0
999,0.0
822,0.0
752,1.0
714,0.0
843,0.0
951,0.0
731,0.0
668,0.0
620,0.0
776,0.0
746,0.0
661,1.0
755,0.0
527,0.0
890,0.0
636,0.0
547,0.0
936,0.0
602,0.0
761,0.0
896,0.0
631,0.0
934,0.0
789,0.0
944,0.0
862,0.0
622,0.0
724,0.0
830,0.0
751,0.0
811,0.0
605,0.0
540,0.0
509,0.0
852,0.0
985,0.0
615,0.0
904,1.0
654,0.0
771,0.0
623,1.0
722,0.0
785,0.0
709,0.0
916,0.0
786,0.0
524,0.0
796,0.0
744,0.0
979,0.0
885,0.0
737,0.0
685,0.0
954,0.0
975,0.0
526,0.0
686,0.0
938,0.0
947,0.0
611,0.0
758,0.0
