,y
3914,0.0
2540,0.0
2669,0.0
2896,0.0
3303,0.0
3348,0.0
2869,1.0
3938,0.0
2878,0.0
3371,0.0
3585,0.0
2834,0.0
2444,0.0
2407,0.0
2204,0.0
2850,0.0
2612,0.0
2409,0.0
2140,0.0
2930,0.0
2211,1.0
3792,1.0
2478,0.0
3473,0.0
3423,1.0
3164,0.0
3488,0.0
3293,1.0
2379,0.0
2026,0.0
3311,1.0
3420,0.0
3902,0.0
3502,0.0
3392,0.0
3452,0.0
3487,1.0
3652,1.0
3959,0.0
2134,0.0
3824,0.0
2650,1.0
3614,0.0
3110,0.0
2685,0.0
3717,0.0
2290,0.0
2135,0.0
2421,0.0
2892,0.0
3360,1.0
2043,1.0
3031,1.0
3269,0.0
2926,0.0
2077,1.0
3120,0.0
3576,0.0
3413,0.0
2640,0.0
3077,0.0
2870,0.0
2283,0.0
2652,1.0
3385,1.0
2659,0.0
3032,1.0
3441,0.0
3944,1.0
2496,0.0
2336,0.0
3172,1.0
2298,0.0
2812,0.0
2562,0.0
2495,0.0
2132,0.0
3440,0.0
3249,0.0
3829,0.0
3126,0.0
3730,0.0
2712,0.0
3142,0.0
2456,0.0
2935,0.0
3870,0.0
2500,0.0
2487,0.0
2509,1.0
3109,0.0
2605,0.0
2716,0.0
2586,0.0
2013,0.0
2999,0.0
3158,0.0
2530,1.0
2424,0.0
3320,0.0
3642,1.0
2435,0.0
3170,0.0
3175,1.0
3939,0.0
2592,1.0
2772,0.0
3400,0.0
3403,0.0
3776,0.0
3053,0.0
2762,1.0
3670,0.0
3635,0.0
2911,0.0
2533,0.0
2814,0.0
2347,0.0
3262,0.0
3091,1.0
3330,0.0
2951,0.0
2389,1.0
3408,0.0
3931,0.0
3155,0.0
3653,0.0
3363,0.0
3899,0.0
2501,0.0
3357,1.0
3035,0.0
2138,0.0
2742,0.0
3220,0.0
3926,0.0
3509,0.0
2922,0.0
2384,0.0
3696,0.0
2307,0.0
3937,0.0
2426,0.0
2785,0.0
2688,0.0
2616,0.0
2580,0.0
2146,0.0
2455,0.0
3066,0.0
2815,0.0
2174,0.0
3253,0.0
3810,0.0
2568,0.0
3252,0.0
2297,0.0
2975,0.0
3365,0.0
2692,0.0
2493,1.0
2773,1.0
3056,0.0
3667,0.0
2001,0.0
3165,0.0
2227,0.0
2339,0.0
3299,0.0
3623,0.0
3176,0.0
3759,0.0
3867,0.0
2361,0.0
2265,0.0
3111,0.0
3217,0.0
3557,0.0
2357,0.0
3393,0.0
3687,0.0
3910,0.0
2151,0.0
2946,1.0
3307,0.0
2733,0.0
2811,0.0
3140,0.0
3301,1.0
2367,0.0
3284,0.0
3600,0.0
3018,0.0
3683,1.0
2588,0.0
3038,0.0
3801,0.0
3961,0.0
2714,0.0
3584,0.0
