,years_experience,degree,nr_commits,nr_languages,nr_stars
332,3.0,0.0,35.0,2.0,7.0
213,0.0,2.0,4.0,4.0,2.0
394,2.0,0.0,23.0,2.0,2.0
250,3.0,0.0,31.0,4.0,4.0
338,2.0,1.0,27.0,6.0,11.0
268,3.0,0.0,34.0,4.0,7.0
361,0.0,2.0,1.0,13.0,4.0
216,3.0,0.0,35.0,1.0,5.0
248,1.0,0.0,15.0,17.0,3.0
369,0.0,2.0,1.0,8.0,7.0
396,1.0,0.0,17.0,12.0,13.0
391,0.0,0.0,2.0,2.0,1.0
292,1.0,0.0,17.0,6.0,4.0
236,1.0,0.0,14.0,5.0,8.0
206,2.0,0.0,21.0,12.0,2.0
349,0.0,2.0,2.0,5.0,4.0
207,4.0,0.0,49.0,5.0,8.0
389,3.0,0.0,37.0,6.0,0.0
261,3.0,0.0,36.0,2.0,4.0
388,1.0,0.0,14.0,4.0,4.0
320,0.0,1.0,8.0,2.0,4.0
260,2.0,0.0,21.0,5.0,7.0
294,0.0,0.0,2.0,5.0,5.0
313,1.0,0.0,12.0,14.0,5.0
374,3.0,1.0,38.0,7.0,8.0
290,0.0,0.0,3.0,0.0,1.0
263,2.0,0.0,25.0,12.0,5.0
221,0.0,1.0,3.0,3.0,6.0
231,1.0,0.0,12.0,4.0,6.0
224,2.0,1.0,22.0,8.0,2.0
257,1.0,1.0,16.0,3.0,5.0
315,0.0,1.0,3.0,1.0,4.0
278,1.0,0.0,12.0,4.0,4.0
226,3.0,0.0,35.0,16.0,4.0
205,3.0,0.0,36.0,3.0,4.0
346,2.0,0.0,24.0,3.0,4.0
317,2.0,0.0,24.0,1.0,1.0
385,0.0,3.0,4.0,4.0,3.0
212,2.0,0.0,25.0,5.0,7.0
398,0.0,0.0,4.0,13.0,0.0
283,3.0,0.0,34.0,1.0,2.0
380,3.0,0.0,33.0,3.0,2.0
289,2.0,0.0,24.0,1.0,4.0
335,1.0,1.0,17.0,5.0,5.0
365,3.0,0.0,41.0,2.0,10.0
223,0.0,0.0,2.0,1.0,3.0
372,1.0,0.0,13.0,1.0,1.0
393,1.0,0.0,18.0,4.0,9.0
399,1.0,0.0,17.0,1.0,3.0
329,1.0,0.0,13.0,1.0,5.0
