,x1,x2
2169,1.9,0.0
3375,2.3,-0.0
2005,1.6,0.0
2280,0.1,0.0
2795,0.3,3.0
3770,1.5,-0.0
2416,0.5,2.8
3317,1.3,2.8
2938,2.4,0.0
3995,0.9,0.0
2839,0.1,2.6
3535,1.3,-0.0
2157,2.5,-0.0
2670,1.4,2.6
3990,0.2,0.0
3742,1.3,-0.0
3628,1.0,0.3
2238,1.7,0.0
3392,0.5,-0.0
2138,1.5,-0.0
2899,2.3,-0.0
3086,1.9,-0.0
3228,2.0,0.0
3586,1.2,3.5
3221,1.8,-0.0
3410,1.3,1.8
3933,2.2,0.0
3309,0.5,-0.0
3856,0.5,0.0
2263,2.0,0.0
2029,1.5,0.0
3948,1.9,0.0
3986,1.3,0.0
2323,1.8,0.0
2104,0.7,4.1
3418,1.0,0.0
3193,1.7,0.0
3626,1.4,3.6
3310,1.4,0.9
3474,1.8,-0.0
3231,1.6,0.0
3753,0.7,0.8
3368,1.9,0.0
3915,-0.0,0.1
2628,1.3,2.1
3395,3.0,2.9
2559,2.0,-0.0
2210,1.3,0.0
2304,2.1,2.8
3057,1.8,0.0
3580,2.1,0.0
2626,1.8,0.0
2932,1.3,0.0
3342,0.5,-0.0
2637,0.5,-0.0
2453,1.4,4.1
3837,0.2,2.8
2120,0.1,-0.0
2723,1.0,3.3
2064,1.8,-0.0
2248,1.6,-0.0
3671,2.2,0.0
2918,1.8,-0.0
3583,2.2,0.0
2953,3.1,3.1
3179,0.8,-0.0
2878,0.4,2.8
3100,1.8,1.5
3834,2.2,2.6
3998,0.8,0.0
3603,2.2,0.0
3907,2.0,-0.0
3901,1.2,0.0
3785,1.8,3.5
3445,1.8,-0.0
3633,1.2,2.6
2940,1.0,0.0
3961,1.2,-0.0
3582,1.5,3.0
2927,1.5,0.0
3548,1.0,0.0
2563,1.4,0.0
3980,0.0,3.0
2584,0.8,1.0
3466,1.5,-0.0
2982,1.2,-0.0
3886,1.1,-0.0
2991,0.4,0.0
2561,1.6,0.0
3198,1.0,0.0
2227,1.0,0.0
2356,0.3,1.9
3079,1.3,0.0
2479,0.1,-0.0
3028,0.3,0.4
2939,0.5,0.0
3756,0.1,4.2
2673,3.1,0.0
3396,1.8,-0.0
2134,2.0,0.1
3442,2.5,1.8
2095,2.2,0.0
3507,0.1,0.0
3455,2.1,0.0
3649,0.1,0.3
3092,2.1,-0.0
2117,1.3,-0.0
3585,1.2,-0.0
3479,1.9,0.0
2738,0.2,-0.0
2259,0.6,3.1
2038,0.8,-0.0
3564,0.7,-0.0
2194,1.5,0.0
3695,0.1,0.0
3135,1.8,-0.0
3477,0.1,-0.0
3367,1.2,-0.0
2269,1.3,1.7
2830,2.3,0.0
3725,1.8,0.0
3963,1.3,0.4
2094,1.9,-0.0
3103,1.6,0.0
2220,0.4,0.0
2043,1.4,0.0
2972,3.0,0.0
2293,2.6,0.0
3131,0.7,-0.0
2539,0.8,-0.0
3027,1.3,-0.0
3546,1.8,-0.0
3102,1.7,2.0
2775,3.2,0.0
3258,1.7,4.2
3533,0.1,2.5
3636,0.1,0.0
2101,1.7,0.0
2076,0.1,-0.0
3176,1.5,-0.0
3763,0.8,0.0
3543,0.9,-0.0
2126,1.8,0.0
2676,0.8,-0.0
3700,1.9,0.0
2582,0.1,0.1
2166,0.8,0.0
2042,1.8,-0.0
2497,1.8,1.8
2519,1.8,0.0
2115,1.9,0.0
3349,1.4,0.0
3801,1.6,0.0
2145,2.1,0.0
2449,0.1,0.1
2773,0.9,0.1
2646,2.1,-0.0
3553,1.3,1.0
3274,1.3,0.0
2686,0.0,2.5
3041,0.1,2.1
3215,2.2,0.0
2082,1.2,0.0
3223,1.4,0.0
3982,3.0,-0.0
2107,2.1,-0.0
3458,3.0,4.3
3015,1.0,0.3
3556,2.8,4.6
3906,0.7,3.3
3812,2.6,-0.0
2813,-0.0,0.3
2527,0.1,0.0
3055,1.4,-0.0
3873,1.6,-0.0
2404,1.8,0.0
2929,1.8,0.0
2967,1.0,0.0
2423,2.1,0.0
3494,0.9,1.0
2314,0.6,3.1
3551,0.2,0.2
3743,2.4,-0.0
3518,-0.0,0.1
2326,1.8,2.3
3461,0.9,2.5
2959,1.1,2.3
3838,1.5,2.8
3557,0.9,-0.0
3052,1.7,0.0
3490,0.9,0.5
2786,3.0,2.2
3202,1.7,0.0
3858,0.6,-0.0
2544,1.3,2.1
2350,0.8,0.0
3150,0.5,0.0
2726,0.4,0.4
3620,0.5,4.8
2945,0.5,2.5
