,0
877,1.0
997,1.0
832,1.0
672,1.0
626,1.0
551,1.0
830,1.0
681,1.0
522,1.0
622,1.0
584,1.0
673,1.0
734,1.0
727,1.0
865,1.0
754,1.0
683,1.0
959,1.0
889,1.0
605,1.0
565,1.0
930,1.0
775,1.0
749,1.0
517,1.0
706,1.0
562,1.0
883,1.0
619,1.0
766,1.0
608,1.0
951,1.0
991,1.0
882,1.0
780,1.0
609,1.0
521,1.0
887,1.0
621,1.0
699,0.0
808,1.0
692,1.0
970,1.0
779,1.0
631,0.0
546,1.0
980,1.0
523,1.0
598,1.0
725,1.0
976,1.0
765,1.0
811,1.0
961,1.0
962,1.0
500,1.0
911,1.0
653,1.0
778,1.0
752,1.0
503,1.0
803,1.0
524,1.0
934,1.0
510,0.0
694,1.0
944,1.0
942,1.0
697,1.0
569,1.0
827,1.0
851,1.0
899,1.0
758,1.0
615,1.0
643,1.0
508,1.0
701,1.0
846,1.0
695,1.0
806,1.0
750,0.0
657,1.0
897,1.0
728,1.0
635,1.0
740,1.0
640,1.0
945,1.0
908,1.0
586,1.0
722,1.0
732,1.0
649,1.0
668,1.0
730,1.0
860,0.0
678,1.0
724,1.0
591,1.0
