,age,gender,experience,loan_amount,loan_duration,income,saving
7706,-32.999657,1.0,-0.36695436,5.0183287,12.540935,2.4855654,-0.21060905
9237,-31.840656,1.0,-0.39248085,1.246599,1.796157,-1.4727135,0.14895535
7250,-32.241222,1.0,-0.3732217,4.289229,10.261416,-1.5212066,0.10085869
6760,-29.732262,1.0,-0.36791843,6.2850614,16.446177,-1.5634985,-0.010163116
7007,-32.761833,1.0,-0.3875727,2.1274216,3.3213384,-1.6103784,-0.31638947
5240,-32.708954,1.0,-0.36989963,4.9030476,11.313433,-1.5157819,-0.118666075
7733,-33.54089,1.0,-0.37835258,3.3087635,7.209223,-1.5361369,-0.109587096
5612,-31.868942,1.0,-0.3754498,1.2972819,9.912739,1.8942567,0.028755952
8922,-32.687996,1.0,-0.39145327,1.1205215,0.94376147,-1.6193461,-0.04433422
6093,-32.721565,1.0,-0.39117527,1.2550936,0.9584598,-1.6853216,-0.01243639
7584,-31.966501,1.0,-0.36708367,5.4485774,13.867559,-1.5510268,0.115644075
6924,-32.86237,1.0,-0.38259742,2.9689014,5.6552606,-1.4686248,-0.48723298
9670,-30.22498,1.0,-0.3861851,3.5681283,6.4894814,-1.5105636,-0.76707935
5150,-32.059937,1.0,-0.37306154,4.2838035,10.549952,-1.5194108,0.16150245
5540,-31.187904,1.0,-0.38066107,3.1715093,8.760134,-1.6183778,-0.26828995
5681,-32.432457,1.0,-0.38822317,2.2276757,3.406242,-1.5049409,-0.82274514
7769,-31.80229,1.0,-0.34078866,9.096164,24.854723,-1.8704448,-0.7589218
6427,-31.954672,1.0,-0.43432447,9.501412,27.156832,6.737269,-0.8808716
5691,-32.52385,1.0,-0.34588233,8.232086,21.888123,-1.6558555,0.12894516
9028,-30.983376,1.0,-0.35963616,6.5332756,18.398117,-1.8298949,0.075495146
7531,-32.79527,1.0,-0.391821,1.2234623,0.6358113,-1.4194031,-0.20034495
5947,-28.655931,1.0,-0.38526303,4.1131697,9.386773,1.1831417,-0.96889764
8891,-33.20316,1.0,-0.39156246,1.2314782,0.46582127,-1.4209186,0.018498134
6348,-33.1242,1.0,-0.36521363,4.8175044,12.914742,-1.5066745,-0.4065071
7738,-31.826067,1.0,-0.3786069,4.2444057,8.7380705,-1.4606485,-0.4214695
7425,-33.21852,1.0,-0.36167055,5.667549,15.366503,2.944682,-0.74872285
9280,-31.363571,1.0,-0.3648064,5.784106,15.168568,-1.897245,0.085609436
7062,-30.20677,1.0,-0.39506716,1.3724202,1.705589,-0.39263797,-0.050427627
5855,-32.388447,1.0,-0.36455542,5.662922,14.579117,-1.5402497,0.15844078
6900,-29.872835,1.0,-0.3873845,3.0466342,6.381251,-1.5147119,-0.2891651
5586,-32.029,1.0,-0.36132163,6.619315,16.669954,-1.7737598,0.015387726
9461,-32.94984,1.0,-0.38535655,2.1169107,3.8754048,-1.6232395,-0.31811696
8001,-32.021946,1.0,-0.3610512,6.1580234,16.277872,3.6556127,-0.14594956
5315,-32.741352,1.0,-0.35959184,6.102791,16.447298,3.1836698,0.14500198
8782,-30.714409,1.0,-0.39367786,1.273407,2.46205,-0.5161928,-0.14421244
5558,-31.409657,1.0,-0.38993657,2.1253502,3.0491648,-1.579889,0.06883335
6338,-31.865759,1.0,-0.37558275,4.57153,10.1354475,-1.4339663,-0.087516025
9824,-32.249195,1.0,-0.3665363,5.4390798,14.242231,-1.5625134,-0.60535586
8969,-32.310482,1.0,-0.38749826,2.193997,3.6316035,-1.3324775,-0.18706855
6949,-31.358084,1.0,-0.36841196,5.394388,14.187512,2.7120783,-0.82313424
5679,-31.72245,1.0,-0.36319053,6.463525,15.856563,-1.5282161,-0.10755005
5716,-33.35101,1.0,-0.37605774,4.0949216,8.464974,-1.6475916,-0.09124069
8811,-33.053387,1.0,-0.21669593,10.883386,32.7738,-1.8905895,-0.2784668
6931,-31.763805,1.0,-0.38431185,1.0006512,5.885263,0.49400645,-0.5694643
7154,-32.42809,1.0,-0.35513625,6.3927035,18.985416,-1.7043798,0.009785461
7224,-31.648912,1.0,-0.39129868,2.2127483,2.6486113,-1.5002992,0.12431755
7576,-32.316406,1.0,-0.39089775,1.239833,1.4309733,-1.4901911,0.1521699
5795,-31.41556,1.0,-0.38413942,3.448988,6.651363,-1.4506147,-0.45574647
5717,-32.36279,1.0,-0.38446274,3.1566029,5.238631,-1.568161,0.028630447
6557,-31.738213,1.0,-0.38483864,3.1200993,5.128318,-1.5888643,0.16122207
8046,-32.759296,1.0,-0.3907391,1.3142039,1.5532032,-1.6267005,-0.4251979
6564,-32.952374,1.0,-0.38958162,1.1314971,1.9550903,-0.6151824,-0.65324914
8460,-32.788307,1.0,-0.4220618,10.891384,31.156069,7.518448,-0.6791199
9541,-30.188623,1.0,-0.39592132,1.198874,1.0793737,-1.4804223,0.17600575
5946,-32.55719,1.0,-0.36284578,5.629716,14.639578,-1.4783063,0.026613617
6174,-31.30332,1.0,-0.38088048,4.094191,8.316134,-1.2990901,-0.099236295
5658,-32.978455,1.0,-0.3873132,2.0966725,3.0366573,-1.6461228,-0.7060272
9849,-32.4419,1.0,-0.34064734,8.586569,24.116425,-1.4963721,0.12790604
5226,-31.043186,1.0,-0.37368906,4.662784,12.29773,-1.7161124,-0.11315346
9767,-33.00907,1.0,-0.38497934,2.1490738,3.8912604,-1.5943502,-0.04140644
7499,-32.890694,1.0,-0.37334096,4.057531,9.746213,-1.766922,-0.28957862
9516,-32.092358,1.0,-0.35083482,7.8591223,20.728558,-1.6251053,0.11853256
8501,-31.948082,1.0,-0.35131657,7.2645445,20.923409,-1.6116146,-0.40646362
7113,-31.881557,1.0,-0.3804881,3.0475883,7.1604934,0.7318275,-0.49705505
8354,-29.162088,1.0,-0.37770876,5.3547435,12.617961,2.0249748,-0.8960373
5856,-32.944706,1.0,-0.36367553,5.886686,14.4768095,-1.6316596,0.09054069
8226,-30.466173,1.0,-0.3881673,2.5663946,5.186337,-1.5159014,0.04044323
5392,-32.41949,1.0,-0.377045,4.1747828,8.36977,-1.5416504,-0.10295334
9243,-33.527153,1.0,-0.35580474,6.634467,17.39143,-1.4918116,-0.8842247
9997,-30.389856,1.0,-0.38430497,3.5176206,7.792224,-1.4559251,0.032191087
8876,-32.700962,1.0,-0.38193992,3.2168908,5.5218863,-2.0183234,0.008587646
8858,-32.651325,1.0,-0.3808458,3.1162946,6.752475,-1.5120612,0.13698082
7959,-30.453104,1.0,-0.38831475,2.9763072,4.8939457,-1.6949568,-0.7806972
8808,-31.947268,1.0,-0.37794918,3.9991128,8.523866,-1.5084625,-0.023665238
6358,-31.790428,1.0,-0.37548363,4.028121,9.891273,-1.6704164,-0.36057013
8266,-32.374046,1.0,-0.3856833,2.5607066,4.6027355,-1.4655619,-0.090461925
6233,-29.574142,1.0,-0.39772275,1.3570514,0.99258846,-1.3027141,-0.49735707
8137,-29.96021,1.0,-0.37583882,4.6084404,12.289404,-1.5328219,-0.5139324
6135,-31.672306,1.0,-0.43216816,10.152208,28.678377,7.6976676,-1.0183372
5243,-33.113544,1.0,-0.38573736,2.102829,3.416284,-1.6416208,0.14669399
5712,-32.138336,1.0,-0.36486644,1.200473,15.09103,2.401029,0.12330818
5219,-30.155825,1.0,-0.38461697,3.4725091,7.182634,0.36911032,-0.7722427
7397,-33.51999,1.0,-0.37986118,2.9805768,6.255688,0.42266434,0.002288437
7162,-32.312428,1.0,-0.3665502,4.900134,13.533495,-1.4077718,-0.12610054
6930,-32.330986,1.0,-0.38732034,2.3153436,3.9023738,-1.3114724,-0.044085123
5644,-33.602474,1.0,-0.35752475,5.794205,16.69876,-1.5334157,-0.097774506
7631,-32.878185,1.0,-0.36304837,6.093882,14.220501,-1.6222279,-0.77100676
5492,-33.219025,1.0,-0.3909942,1.1277902,0.37280104,-1.5221976,-0.21968374
5695,-33.061985,1.0,-0.36926353,4.567458,11.229799,-1.6614882,-0.5262802
9224,-32.313656,1.0,-0.37534225,3.7552087,9.280758,-1.4591904,-0.7530144
7418,-31.06035,1.0,-0.3766629,3.9205728,10.161612,-1.6617763,-0.5692398
6861,-30.075733,1.0,-0.37982213,4.1303816,9.941015,-1.7321783,0.11724319
5544,-30.806084,1.0,-0.39372587,1.3290128,1.6233535,-0.66324574,-0.38069695
8636,-33.542194,1.0,-0.39010668,1.3620898,0.73264736,-1.5868831,-0.0025585175
7109,-32.61986,1.0,-0.37145114,4.8127947,10.988916,-1.505389,0.050302505
6034,-31.68298,1.0,-0.35060912,7.749892,21.50862,-1.6184775,-0.26937333
6005,-32.698677,1.0,-0.38190463,3.138205,6.2769766,-1.592377,-0.2537794
5146,-31.576628,1.0,-0.38970888,2.1002994,3.2784727,-1.4092224,-0.11156616
9714,-32.347446,1.0,-0.38916823,1.811763,2.8168566,-1.6173179,-0.4337822
7248,-32.461414,1.0,-0.3759202,4.2190714,9.248395,-1.4996331,-0.83482134
