,senior-level_skill
3665,0.0
2547,0.0
3601,0.0
2272,0.0
2630,0.0
2724,0.0
2825,0.0
2074,0.0
2525,0.0
3099,0.0
2996,0.0
2236,0.0
3902,0.0
2070,0.0
2904,0.0
3410,0.0
3827,0.0
2425,0.0
2885,0.0
3877,0.0
3550,0.0
3759,0.0
2217,0.0
3930,0.0
2449,0.0
3187,0.0
3199,0.0
2575,0.0
2103,0.0
2151,0.0
3136,0.0
2751,0.0
3525,0.0
2841,0.0
3611,0.0
3332,0.0
3933,0.0
2882,0.0
3095,0.0
2610,0.0
2806,0.0
2840,0.0
3356,0.0
2065,0.0
2098,0.0
3317,0.0
3355,0.0
2597,0.0
2486,0.0
2023,0.0
2603,0.0
2830,0.0
2438,0.0
2234,0.0
2160,0.0
3817,0.0
2193,0.0
3795,0.0
3256,0.0
3652,0.0
3047,0.0
2994,0.0
2789,0.0
2545,0.0
3347,0.0
2797,0.0
3000,0.0
2532,0.0
3207,0.0
3614,0.0
3365,0.0
3486,0.0
2703,0.0
2659,0.0
3266,0.0
3498,0.0
2556,0.0
2674,0.0
3456,0.0
2763,0.0
2875,0.0
3450,0.0
2440,0.0
3201,0.0
2399,0.0
3897,0.0
2741,0.0
3650,0.0
3348,0.0
2039,0.0
2615,0.0
2911,0.0
2929,0.0
3627,0.0
2479,0.0
2923,0.0
2238,0.0
2369,0.0
3791,0.0
3072,0.0
3825,0.0
2198,0.0
2104,0.0
3221,0.0
3919,0.0
2124,0.0
2322,0.0
3208,0.0
3292,0.0
2270,0.0
3556,0.0
2296,0.0
2991,0.0
2289,0.0
2760,0.0
3432,0.0
3980,0.0
3847,0.0
2312,0.0
3506,0.0
2028,0.0
2586,0.0
2725,0.0
2695,0.0
3818,0.0
3580,0.0
3380,0.0
3090,0.0
3583,0.0
2014,0.0
3920,0.0
2485,0.0
2963,0.0
3162,0.0
2918,0.0
2477,0.0
3997,0.0
3763,0.0
2847,0.0
2565,0.0
2380,0.0
2548,0.0
3393,0.0
2325,0.0
3469,0.0
2531,0.0
3089,0.0
2573,0.0
2782,0.0
2221,0.0
3386,0.0
2108,0.0
3887,0.0
3682,0.0
2278,0.0
3769,0.0
3963,0.0
3251,0.0
2905,0.0
2427,0.0
3485,0.0
2650,0.0
3252,0.0
3548,0.0
3483,0.0
2536,0.0
3075,0.0
3552,0.0
3708,0.0
2051,0.0
3496,0.0
2319,0.0
3093,0.0
3059,0.0
3236,0.0
2494,0.0
3401,0.0
3186,0.0
2880,0.0
2780,0.0
3382,0.0
3553,0.0
2795,0.0
3861,0.0
3856,0.0
3429,0.0
3277,0.0
2519,0.0
3805,0.0
3052,0.0
3174,0.0
3190,0.0
2171,0.0
3964,0.0
3203,0.0
2504,0.0
2835,0.0
2315,0.0
3310,0.0
2812,0.0
