,y_hat
819,False
707,False
962,False
645,False
931,False
825,False
512,False
637,False
569,False
795,False
840,False
607,False
919,False
715,False
794,False
589,False
960,False
988,False
761,False
778,False
918,False
510,False
611,False
987,False
874,False
798,False
659,False
944,False
639,False
964,False
678,False
679,False
734,False
688,False
877,False
726,False
740,False
847,False
923,False
756,False
508,False
544,False
845,False
730,False
528,False
844,False
780,False
976,False
894,False
748,False
621,False
583,False
739,False
983,False
640,False
957,False
858,False
713,False
619,False
708,False
683,False
536,False
855,False
532,False
813,False
937,False
779,False
854,False
711,False
564,False
821,False
814,False
952,False
993,False
930,False
689,False
533,False
695,False
642,False
743,False
800,False
797,False
504,False
860,False
616,False
627,False
604,False
624,False
549,False
938,False
804,False
948,False
574,False
530,False
790,False
503,False
716,False
547,False
560,False
949,False
