,y_hat
1832,False
1330,False
1365,False
1838,False
1717,False
1272,False
1857,False
1890,False
1025,False
1710,False
1402,False
1582,False
1399,False
1769,False
1669,False
1451,False
1253,False
1184,False
1786,False
1791,False
1954,False
1767,False
1238,False
1782,False
1354,False
1545,False
1805,False
1220,False
1759,False
1127,False
1748,False
1493,False
1357,False
1969,False
1113,False
1383,False
1023,False
1575,False
1097,False
1107,False
1696,False
1304,False
1537,False
1963,False
1231,False
1942,False
1118,False
1344,False
1234,False
1352,False
1335,False
1703,False
1501,False
1429,False
1100,False
1946,False
1818,False
1028,False
1288,False
1675,False
1814,False
1148,False
1410,False
1104,False
1068,False
1465,False
1876,False
1038,False
1691,False
1171,False
1041,False
1872,False
1477,False
1257,False
1433,False
1605,False
1541,False
1373,False
1382,False
1211,False
1873,False
1479,False
1910,False
1992,False
1674,False
1863,False
1603,False
1260,False
1636,False
1693,False
1423,False
1761,False
1482,False
1925,False
1336,False
1263,False
1305,False
1454,False
1180,False
1061,False
