,y_hat
1014,False
1796,False
1293,False
1459,False
1578,False
1772,False
1259,False
1165,False
1520,False
1791,False
1894,False
1447,False
1683,False
1777,False
1319,False
1373,False
1588,False
1214,False
1464,False
1486,False
1874,False
1203,False
1977,False
1201,False
1170,False
1890,False
1150,False
1615,False
1496,False
1001,False
1301,False
1742,False
1594,False
1422,False
1708,False
1764,False
1011,False
1543,False
1750,False
1106,False
1728,False
1662,False
1546,False
1375,False
1440,False
1223,False
1131,False
1954,False
1233,False
1070,False
1937,False
1858,False
1623,False
1344,False
1485,False
1299,False
1453,False
1803,False
1911,False
1730,False
1612,False
1626,False
1744,False
1128,False
1567,False
1904,False
1256,False
1072,False
1443,False
1494,False
1279,False
1965,False
1151,False
1839,False
1879,False
1337,False
1476,False
1212,False
1038,False
1622,False
1008,False
1558,False
1267,False
1231,False
1119,False
1281,False
1592,False
1980,False
1488,False
1161,False
1309,False
1537,False
1562,False
1204,False
1903,False
1345,False
1905,False
1916,False
1739,False
1681,False
