,y_hat
567,False
750,False
569,False
509,False
655,False
603,False
857,False
552,False
502,False
694,False
779,False
979,False
586,False
824,False
524,False
877,False
647,False
882,False
849,False
630,False
753,False
726,False
684,False
521,False
992,False
754,False
729,False
626,False
551,False
952,False
934,False
809,False
713,False
573,False
993,False
553,False
891,False
508,False
682,False
926,False
660,False
818,False
784,False
664,False
917,False
782,False
905,False
601,False
803,False
670,False
642,False
921,False
797,False
858,False
738,False
925,False
938,False
640,False
795,False
544,False
531,False
659,False
936,False
984,False
847,False
696,False
786,False
959,False
732,False
890,False
511,False
609,False
768,False
635,False
826,False
990,False
561,False
854,False
674,False
998,False
861,False
554,False
718,False
801,False
806,False
505,False
796,False
620,False
604,False
841,False
546,False
584,False
875,False
644,False
709,False
989,False
751,False
557,False
853,False
530,False
