,0
567,0.0
750,0.0
569,0.0
509,0.0
655,0.0
603,0.0
857,0.0
552,0.0
502,0.0
694,0.0
779,0.0
979,0.0
586,0.0
824,0.0
524,0.0
877,0.0
647,0.0
882,0.0
849,0.0
630,0.0
753,0.0
726,0.0
684,0.0
521,0.0
992,0.0
754,1.0
729,0.0
626,0.0
551,1.0
952,0.0
934,0.0
809,0.0
713,0.0
573,0.0
993,0.0
553,0.0
891,0.0
508,0.0
682,0.0
926,0.0
660,0.0
818,0.0
784,0.0
664,0.0
917,0.0
782,0.0
905,0.0
601,0.0
803,0.0
670,0.0
642,0.0
921,0.0
797,0.0
858,0.0
738,0.0
925,0.0
938,0.0
640,0.0
795,0.0
544,0.0
531,0.0
659,0.0
936,0.0
984,0.0
847,0.0
696,0.0
786,0.0
959,0.0
732,0.0
890,0.0
511,0.0
609,0.0
768,0.0
635,0.0
826,0.0
990,0.0
561,0.0
854,0.0
674,0.0
998,0.0
861,0.0
554,0.0
718,0.0
801,0.0
806,0.0
505,0.0
796,0.0
620,0.0
604,0.0
841,0.0
546,0.0
584,0.0
875,0.0
644,0.0
709,0.0
989,0.0
751,0.0
557,0.0
853,0.0
530,0.0
