,y
335,1.0
260,0.0
332,0.0
325,1.0
476,0.0
357,1.0
407,1.0
380,0.0
395,0.0
315,0.0
365,0.0
427,1.0
314,0.0
267,0.0
258,0.0
336,1.0
399,0.0
283,0.0
401,0.0
472,0.0
299,0.0
324,1.0
359,0.0
415,0.0
384,0.0
367,0.0
305,1.0
460,1.0
296,1.0
392,0.0
429,0.0
280,0.0
378,1.0
416,0.0
431,1.0
317,0.0
326,1.0
352,0.0
445,0.0
434,0.0
482,1.0
480,0.0
377,1.0
302,0.0
343,0.0
382,0.0
442,0.0
466,0.0
262,0.0
327,1.0
323,0.0
479,1.0
307,1.0
459,0.0
300,0.0
303,0.0
329,0.0
348,0.0
366,1.0
444,0.0
447,0.0
358,1.0
369,0.0
412,0.0
487,1.0
450,1.0
478,0.0
250,1.0
471,0.0
333,1.0
464,0.0
491,0.0
413,0.0
253,0.0
463,0.0
394,1.0
372,0.0
462,0.0
263,0.0
419,0.0
441,0.0
330,0.0
414,0.0
375,0.0
467,1.0
304,0.0
448,0.0
339,1.0
475,1.0
422,0.0
334,0.0
272,0.0
275,0.0
370,0.0
356,0.0
398,0.0
344,0.0
389,1.0
396,1.0
353,0.0
