r_type,t_type,eta_mean,gamma_mean,perc_recomm_found_mean,eta_obs_mean,eta_obs_individualized_mean,eta_obs_refits_batch0_mean_mean,gamma_obs_mean,intv-cost_mean,eta_std,gamma_std,perc_recomm_found_std,eta_obs_std,eta_obs_individualized_std,eta_obs_refits_batch0_mean_std,gamma_obs_std,intv-cost_std
individualized,acceptance,0.75,0.75,1.0,1.0,,0.46549999999999997,0.005,0.13576749999999999,0.0,0.0,0.0,0.0,,0.3245620125646253,0.007071067811865475,0.06028863127074622
individualized,acceptance,0.85,0.85,1.0,1.0,,0.99,0.0,0.39091325000000005,0.0,0.0,0.0,0.0,,0.009899494936611753,0.0,0.40549568697228466
individualized,acceptance,0.9,0.9,1.0,1.0,,0.5005,0.015,5.3493705,0.0,0.0,0.0,0.0,,0.41648589411887643,0.0,7.425511449896263
individualized,acceptance,0.95,0.95,1.0,1.0,,0.523,0.0,0.12033300000000001,0.0,0.0,0.0,0.0,,0.4200214280248093,0.0,0.021425335469952404
subpopulation,acceptance,0.75,0.75,1.0,1.0,,0.257,0.0,0.09912649999999999,,,,,,,,
subpopulation,acceptance,0.85,0.85,1.0,1.0,,0.9960000000000001,0.0,0.7021850000000001,,,,,,,,
subpopulation,acceptance,0.9,0.9,1.0,1.0,,0.776,0.0,,,,,,,,,
subpopulation,acceptance,0.95,0.95,1.0,1.0,,0.8160000000000001,0.005,0.13430399999999998,,,,,,,,
individualized,counterfactual,0.75,0.75,1.0,1.0,,0.24199999999999994,0.0,0.09763949999999999,,,,,,,,
individualized,counterfactual,0.85,0.85,1.0,1.0,,0.991,0.005,0.6788580000000001,,,,,,,,
individualized,counterfactual,0.9,0.9,1.0,1.0,,0.8019999999999999,0.005,10.8,,,,,,,,
individualized,counterfactual,0.95,0.95,1.0,1.0,,0.8160000000000001,0.005,0.1325245,,,,,,,,
individualized,improvement,0.75,0.75,1.0,0.91,0.9075,0.9059999999999999,0.9075,9.7625,0.0,0.0,0.0,0.028284271247461926,0.03181980515339467,0.024041630560342718,0.03181980515339467,0.2651650429449553
individualized,improvement,0.85,0.85,0.9975,0.947361809045226,0.947361809045226,0.9378040201005025,0.947361809045226,9.762374371859295,0.0,0.0,0.0035355339059327407,0.0037309654283712115,0.0037309654283712115,0.022904574429791484,0.0037309654283712115,0.26498737792455657
individualized,improvement,0.9,0.9,1.0,0.9675,0.9675,0.9675,0.9675,0.09741825,0.0,0.0,0.0,0.024748737341529183,0.024748737341529183,0.024748737341529183,0.024748737341529183,0.0021344018190115987
individualized,improvement,0.95,0.95,1.0,0.97,0.9675,0.9689999999999999,0.9675,11.425,0.0,0.0,0.0,0.007071067811865481,0.010606601717798222,0.008485281374238656,0.010606601717798222,0.24748737341529137
subpopulation,improvement,0.75,0.75,1.0,0.94,,0.931,0.94,9.5,,,,,,,,
subpopulation,improvement,0.85,0.85,1.0,0.92,,0.8969999999999999,0.93,9.075,,,,,,,,
subpopulation,improvement,0.9,0.9,1.0,0.93,,0.929,0.935,0.0956205,,,,,,,,
subpopulation,improvement,0.95,0.95,1.0,0.98,,0.9780000000000001,0.975,10.9,,,,,,,,
