,0
712,1.0
621,0.0
543,1.0
813,0.0
843,1.0
803,0.0
766,0.0
659,0.0
833,0.0
652,0.0
523,1.0
954,0.0
625,1.0
945,0.0
778,0.0
979,0.0
534,0.0
723,0.0
639,1.0
870,0.0
852,0.0
669,0.0
831,1.0
588,0.0
713,1.0
597,0.0
616,1.0
517,0.0
848,1.0
904,0.0
784,1.0
844,0.0
800,0.0
742,0.0
823,0.0
678,0.0
992,1.0
785,1.0
849,0.0
762,0.0
993,0.0
807,1.0
922,0.0
840,1.0
769,1.0
879,0.0
981,0.0
752,1.0
743,0.0
779,0.0
680,1.0
635,0.0
533,0.0
999,1.0
555,0.0
792,1.0
871,1.0
505,0.0
502,0.0
944,0.0
970,0.0
841,0.0
986,0.0
628,1.0
749,0.0
918,0.0
812,0.0
863,1.0
775,1.0
977,0.0
859,0.0
968,1.0
726,0.0
614,0.0
855,0.0
821,0.0
668,1.0
524,0.0
604,0.0
884,1.0
953,1.0
880,1.0
901,1.0
705,0.0
744,0.0
895,1.0
847,0.0
660,1.0
858,1.0
759,1.0
598,1.0
624,1.0
798,1.0
975,0.0
758,0.0
675,0.0
700,1.0
890,1.0
818,1.0
709,0.0
