,y_hat
553,False
597,False
502,False
938,False
626,False
992,False
573,False
630,False
511,False
564,False
562,False
652,False
696,False
551,False
847,False
655,False
924,False
934,False
883,False
756,False
664,False
713,False
754,False
814,False
978,False
870,False
964,False
892,False
958,False
824,False
804,False
546,False
650,False
880,False
648,False
784,False
750,False
671,False
817,False
996,False
581,False
871,False
917,False
955,False
528,False
537,False
732,False
891,False
915,False
686,False
665,False
675,False
718,False
688,False
716,False
524,False
809,False
793,False
745,False
768,False
623,False
544,False
789,False
676,False
942,False
747,False
568,False
561,False
509,False
541,False
632,False
644,False
694,False
765,False
922,False
589,False
759,False
868,False
812,False
841,False
876,False
752,False
529,False
947,False
834,False
940,False
985,False
649,False
854,False
674,False
853,False
925,False
776,False
533,False
751,False
755,False
515,False
604,False
803,False
628,False
