,y
314,0.0
465,0.0
338,0.0
354,0.0
360,0.0
310,1.0
351,0.0
368,0.0
277,0.0
341,0.0
289,0.0
385,1.0
388,0.0
283,1.0
495,0.0
422,0.0
407,0.0
442,0.0
445,0.0
426,0.0
474,0.0
487,0.0
328,0.0
265,0.0
280,0.0
364,1.0
306,0.0
320,0.0
429,0.0
491,0.0
281,0.0
440,0.0
462,0.0
362,0.0
386,0.0
268,0.0
458,0.0
326,0.0
293,0.0
261,0.0
411,0.0
282,0.0
335,0.0
255,0.0
378,1.0
359,0.0
396,0.0
284,0.0
484,1.0
349,0.0
309,0.0
356,0.0
267,0.0
253,0.0
342,0.0
389,0.0
258,1.0
478,0.0
313,0.0
438,1.0
403,0.0
433,0.0
425,0.0
420,0.0
391,0.0
303,0.0
481,0.0
452,1.0
479,0.0
395,1.0
475,0.0
336,0.0
295,0.0
300,0.0
437,0.0
365,0.0
318,0.0
276,0.0
361,0.0
292,0.0
467,0.0
473,0.0
408,0.0
499,0.0
291,0.0
469,1.0
418,0.0
269,1.0
497,0.0
430,0.0
250,1.0
331,0.0
263,0.0
436,0.0
454,0.0
299,0.0
472,0.0
290,0.0
390,0.0
496,0.0
