,x1,x2
1832,2.3,-0.0
1330,0.9,3.0
1365,2.9,-0.0
1838,3.3,-0.0
1717,2.1,-0.0
1272,0.1,6.4
1857,2.1,-0.0
1890,0.3,3.8
1025,1.9,3.7
1710,1.2,2.3
1402,1.9,3.9
1582,1.8,3.7
1399,3.1,-0.0
1769,1.9,-0.0
1669,0.0,5.2
1451,2.5,-0.0
1253,1.4,2.8
1184,2.6,0.0
1786,2.7,5.5
1791,2.5,0.0
1954,1.2,2.7
1767,0.1,4.2
1238,1.4,2.8
1782,1.5,2.9
1354,1.5,3.0
1545,0.1,4.1
1805,3.0,0.0
1220,1.3,2.6
1759,0.2,4.2
1127,3.3,6.6
1748,2.4,0.0
1493,0.0,7.7
1357,1.5,2.9
1969,1.3,2.6
1113,1.5,3.1
1383,2.2,0.0
1023,2.4,0.0
1575,2.4,0.0
1097,2.8,-0.0
1107,2.2,0.0
1696,0.4,6.7
1304,1.5,3.0
1537,1.4,2.7
1963,1.7,3.5
1231,1.4,2.8
1942,2.6,-0.0
1118,1.9,3.8
1344,1.5,3.1
1234,1.1,5.3
1352,0.2,4.5
1335,3.6,7.0
1703,1.5,2.9
1501,1.7,3.3
1429,2.4,-0.0
1100,1.7,3.4
1946,2.0,4.0
1818,1.3,2.6
1028,1.6,3.3
1288,2.8,-0.0
1675,2.8,5.6
1814,1.8,3.7
1148,1.9,3.7
1410,0.2,3.6
1104,1.7,3.3
1068,2.1,4.2
1465,3.1,0.3
1876,1.0,4.6
1038,2.5,5.0
1691,0.2,5.2
1171,2.5,5.0
1041,3.2,6.6
1872,1.4,2.9
1477,1.5,3.0
1257,2.4,4.8
1433,1.5,2.9
1605,1.5,2.9
1541,1.6,2.2
1373,1.8,3.6
1382,3.0,6.0
1211,2.0,4.1
1873,1.6,3.3
1479,2.4,0.0
1910,1.9,-0.0
1992,1.9,-0.0
1674,1.7,3.4
1863,2.4,4.4
1603,2.2,4.4
1260,0.0,4.0
1636,1.9,3.8
1693,1.7,-0.0
1423,1.6,3.3
1761,2.4,4.9
1482,1.7,3.5
1925,2.3,4.7
1336,2.4,4.9
1263,2.4,4.7
1305,1.2,2.4
1454,0.1,5.8
1180,1.1,3.9
1061,3.7,-0.0
