,h_post,h_post_individualized
7458,1.0,
8196,0.10000000000000002,
5184,1.0,
9418,0.96,
9663,1.0,
8087,1.0,
5936,1.0,
5312,0.9,
8959,1.0,
7213,1.0,
5170,1.0,
5605,1.0,
9862,1.0,
9068,1.0,
5976,1.0,
5131,1.0,
9352,0.94,
9472,1.0,
7290,1.0,
6437,0.9,
5380,0.96,
9166,1.0,
9277,1.0,
7261,1.0,
5970,1.0,
7371,1.0,
8391,0.02,
7247,0.02,
5730,1.0,
8385,1.0,
7022,0.96,
6309,1.0,
6508,1.0,
5317,1.0,
8574,1.0,
6503,0.96,
6256,1.0,
9590,0.28,
9218,0.96,
6910,1.0,
9687,1.0,
6718,1.0,
5566,1.0,
8098,1.0,
7435,1.0,
9696,1.0,
6560,1.0,
6810,1.0,
6517,0.88,
7309,0.96,
7283,1.0,
9085,1.0,
5205,0.94,
8930,1.0,
8029,1.0,
7263,0.28,
9940,1.0,
6341,1.0,
5346,0.96,
5405,1.0,
6766,0.96,
8143,1.0,
9042,1.0,
7929,1.0,
7498,0.38,
9074,1.0,
8377,0.06,
7000,0.96,
7488,1.0,
7208,1.0,
5297,1.0,
9362,1.0,
7176,0.4,
8828,0.96,
7824,0.96,
7177,0.9,
9874,0.10000000000000002,
6858,1.0,
8886,0.96,
8224,1.0,
6209,0.7,
7864,1.0,
6052,0.03999999999999999,
8217,1.0,
6406,1.0,
7507,1.0,
8771,1.0,
8943,0.02,
