,years_experience,degree
2599,2.0,0.0
2994,0.0,2.0
2817,0.0,1.0
3475,1.0,0.0
2801,1.0,1.0
3860,0.0,1.0
3572,1.0,3.0
2507,2.0,2.0
2711,0.0,1.0
2690,1.0,1.0
2261,0.0,1.0
3400,0.0,2.0
2169,1.0,0.0
2146,0.0,1.0
3465,1.0,3.0
2968,0.0,2.0
2491,0.0,2.0
2032,1.0,0.0
3889,0.0,1.0
3319,0.0,1.0
3094,1.0,0.0
2066,4.0,0.0
3414,1.0,0.0
3622,1.0,3.0
3539,0.0,3.0
3231,1.0,2.0
2391,1.0,1.0
3675,0.0,1.0
3009,0.0,3.0
2912,0.0,1.0
2442,0.0,3.0
2434,1.0,1.0
3895,0.0,1.0
2296,1.0,2.0
2915,0.0,3.0
2076,0.0,2.0
3066,0.0,3.0
2454,1.0,0.0
3956,0.0,2.0
2775,1.0,1.0
3437,2.0,0.0
2985,1.0,1.0
3073,1.0,1.0
3136,3.0,1.0
2380,1.0,1.0
3965,1.0,1.0
2878,1.0,1.0
2427,0.0,3.0
2856,1.0,1.0
3536,1.0,1.0
3031,0.0,2.0
3047,0.0,1.0
2019,1.0,1.0
2783,1.0,1.0
3837,1.0,0.0
3048,1.0,2.0
2130,1.0,0.0
2317,0.0,1.0
2265,2.0,1.0
2586,1.0,1.0
3041,1.0,2.0
2731,0.0,3.0
2347,1.0,3.0
2549,1.0,3.0
2977,1.0,3.0
2210,2.0,1.0
2882,0.0,1.0
3888,1.0,1.0
3312,2.0,0.0
2943,1.0,1.0
3601,1.0,3.0
2142,1.0,1.0
3694,2.0,0.0
2143,0.0,2.0
2157,0.0,3.0
2338,2.0,1.0
2280,1.0,2.0
3746,0.0,1.0
3923,1.0,3.0
3035,0.0,3.0
2881,1.0,3.0
3869,1.0,1.0
3322,1.0,1.0
3233,1.0,0.0
3973,0.0,2.0
2774,0.0,2.0
2686,1.0,1.0
2718,1.0,1.0
2871,1.0,0.0
3208,0.0,2.0
3760,0.0,2.0
2651,1.0,0.0
3025,1.0,3.0
3691,1.0,1.0
2194,1.0,1.0
2827,0.0,3.0
2369,0.0,3.0
3100,1.0,2.0
3360,1.0,1.0
3423,0.0,2.0
3623,0.0,1.0
2745,0.0,3.0
3064,1.0,1.0
2302,0.0,3.0
2233,0.0,1.0
2323,0.0,1.0
3758,0.0,1.0
2085,1.0,1.0
2756,1.0,0.0
2257,0.0,3.0
3455,0.0,1.0
3045,0.0,1.0
3517,2.0,1.0
3728,0.0,2.0
2115,0.0,2.0
3504,1.0,3.0
2575,0.0,2.0
2921,0.0,1.0
2710,2.0,1.0
2418,1.0,1.0
3151,0.0,3.0
2201,1.0,0.0
2088,2.0,0.0
3203,2.0,2.0
2484,0.0,1.0
2325,2.0,1.0
3038,0.0,2.0
2639,1.0,0.0
2609,0.0,2.0
3978,0.0,3.0
3945,2.0,1.0
2291,1.0,0.0
3284,0.0,1.0
2681,0.0,1.0
2043,2.0,1.0
2237,0.0,1.0
2122,0.0,1.0
3883,0.0,3.0
2082,0.0,1.0
3354,2.0,1.0
3229,1.0,3.0
3711,1.0,0.0
3444,1.0,2.0
3282,1.0,0.0
3941,0.0,2.0
3557,0.0,2.0
3104,1.0,1.0
2938,0.0,2.0
2362,2.0,0.0
2021,1.0,0.0
2659,0.0,3.0
3196,1.0,1.0
3779,0.0,2.0
3627,1.0,1.0
3492,0.0,2.0
3560,1.0,2.0
3847,1.0,1.0
2207,2.0,1.0
2914,0.0,1.0
2232,2.0,0.0
2252,1.0,0.0
3103,1.0,1.0
3566,1.0,0.0
3748,0.0,2.0
2638,0.0,1.0
3914,0.0,1.0
3777,1.0,0.0
3234,0.0,1.0
3840,0.0,1.0
3625,1.0,2.0
2311,1.0,2.0
3663,1.0,1.0
3919,0.0,2.0
3013,0.0,1.0
2319,1.0,0.0
3272,0.0,3.0
2518,1.0,1.0
2981,1.0,2.0
3431,1.0,2.0
2004,0.0,2.0
3747,0.0,3.0
2104,0.0,1.0
3418,0.0,1.0
3356,1.0,1.0
3715,1.0,2.0
3542,1.0,0.0
2140,0.0,2.0
3352,0.0,1.0
2737,1.0,1.0
2947,1.0,2.0
3949,2.0,1.0
3597,1.0,1.0
3806,0.0,2.0
2716,0.0,1.0
3043,0.0,2.0
2693,1.0,1.0
2623,1.0,2.0
3027,0.0,3.0
2014,3.0,0.0
2239,2.0,0.0
