,years_experience,degree
3765,1.0,2.0
3831,1.0,1.0
2520,0.0,2.0
2534,1.0,0.0
3708,2.0,1.0
2491,0.0,1.0
2323,3.0,0.0
2615,2.0,0.0
3941,0.0,2.0
3032,0.0,2.0
2182,1.0,1.0
3698,0.0,3.0
2604,0.0,1.0
3872,1.0,3.0
3131,0.0,1.0
2344,2.0,1.0
3665,0.0,1.0
3977,0.0,1.0
3019,0.0,1.0
3044,1.0,1.0
3144,0.0,1.0
3594,0.0,3.0
3732,0.0,2.0
2733,0.0,1.0
2396,1.0,3.0
3583,0.0,1.0
2146,2.0,1.0
2548,1.0,3.0
3558,0.0,1.0
2966,0.0,2.0
3326,1.0,1.0
3739,0.0,1.0
3637,1.0,2.0
3623,0.0,2.0
2413,0.0,3.0
2326,2.0,1.0
2878,3.0,0.0
2423,1.0,0.0
3251,0.0,1.0
3035,1.0,1.0
2613,2.0,0.0
3082,0.0,2.0
2834,1.0,1.0
2514,0.0,1.0
3349,0.0,3.0
3495,0.0,1.0
2014,1.0,3.0
2034,1.0,1.0
3177,1.0,1.0
3863,0.0,3.0
3358,1.0,0.0
2184,0.0,1.0
3215,0.0,3.0
2472,0.0,1.0
3759,0.0,1.0
3728,3.0,1.0
3595,0.0,2.0
3735,1.0,1.0
2054,0.0,2.0
3465,2.0,1.0
3389,1.0,1.0
2149,0.0,3.0
3361,2.0,1.0
3463,0.0,3.0
2156,1.0,3.0
2726,1.0,2.0
2956,0.0,2.0
3784,0.0,3.0
2959,1.0,0.0
3366,0.0,2.0
2891,1.0,2.0
2772,1.0,1.0
3028,1.0,1.0
2736,0.0,3.0
3808,1.0,1.0
3966,0.0,3.0
2026,1.0,0.0
2542,0.0,2.0
3894,0.0,3.0
2462,0.0,2.0
3232,0.0,1.0
2645,2.0,1.0
2992,0.0,2.0
2443,1.0,2.0
2720,0.0,2.0
2728,0.0,3.0
3844,2.0,1.0
2060,0.0,1.0
2529,1.0,2.0
3416,0.0,1.0
3373,0.0,1.0
3017,1.0,3.0
2660,0.0,2.0
2515,1.0,1.0
2291,1.0,1.0
3118,1.0,1.0
2304,1.0,1.0
3164,1.0,1.0
3683,0.0,1.0
2785,0.0,1.0
2791,0.0,1.0
3431,0.0,1.0
3885,2.0,0.0
3027,0.0,1.0
3112,3.0,0.0
2400,2.0,1.0
3638,0.0,1.0
3581,0.0,1.0
3993,0.0,2.0
2000,2.0,0.0
2330,1.0,1.0
2478,1.0,1.0
2786,1.0,1.0
2363,0.0,1.0
3438,1.0,1.0
3936,3.0,1.0
2894,0.0,2.0
2465,1.0,3.0
2024,1.0,1.0
3250,0.0,1.0
2803,2.0,1.0
2833,0.0,1.0
3429,0.0,2.0
2202,1.0,1.0
3490,0.0,2.0
2811,0.0,1.0
2565,0.0,1.0
3605,3.0,1.0
3052,1.0,1.0
2566,0.0,1.0
2776,1.0,3.0
2151,0.0,1.0
3332,1.0,0.0
2389,1.0,3.0
3938,1.0,1.0
2682,1.0,1.0
2306,1.0,1.0
2801,1.0,1.0
2290,1.0,3.0
2867,1.0,3.0
2335,0.0,2.0
3687,1.0,1.0
3659,0.0,1.0
2334,1.0,1.0
2101,0.0,2.0
2601,0.0,2.0
2253,1.0,1.0
2068,0.0,1.0
3942,0.0,1.0
2123,1.0,1.0
2773,0.0,1.0
3108,3.0,1.0
3737,0.0,3.0
3247,0.0,1.0
2527,0.0,2.0
2842,0.0,2.0
3394,0.0,2.0
3400,0.0,1.0
3729,0.0,3.0
3347,2.0,0.0
3670,1.0,1.0
2838,0.0,1.0
2762,1.0,1.0
3234,0.0,3.0
2528,0.0,3.0
2961,2.0,1.0
3500,2.0,1.0
2673,2.0,1.0
3544,1.0,1.0
3889,0.0,1.0
2575,1.0,3.0
2546,0.0,2.0
2609,0.0,2.0
2825,0.0,2.0
2322,0.0,1.0
3940,0.0,1.0
3535,2.0,1.0
3097,2.0,0.0
3407,0.0,2.0
2108,0.0,2.0
3468,2.0,1.0
2884,0.0,2.0
2905,0.0,2.0
2664,1.0,0.0
3695,1.0,2.0
2982,0.0,2.0
2926,0.0,3.0
3644,1.0,1.0
2159,0.0,1.0
2479,0.0,1.0
2494,0.0,3.0
3617,3.0,1.0
2381,1.0,1.0
2154,0.0,2.0
2048,0.0,1.0
2053,0.0,2.0
3074,1.0,3.0
3446,1.0,1.0
2205,0.0,1.0
3441,0.0,2.0
