,0
1003,0.0
1779,0.0
1682,0.0
1217,0.0
1630,0.0
1478,0.0
1724,0.0
1380,0.0
1286,0.0
1861,0.0
1418,0.0
1421,0.0
1681,0.0
1717,0.0
1810,0.0
1818,0.0
1620,0.0
1785,0.0
1263,0.0
1374,0.0
1676,0.0
1080,0.0
1831,0.0
1732,0.0
1204,0.0
1828,0.0
1429,0.0
1238,0.0
1764,0.0
1971,0.0
1041,0.0
1985,0.0
1595,0.0
1567,0.0
1240,0.0
1401,0.0
1492,0.0
1542,0.0
1203,0.0
1133,0.0
1668,0.0
1148,0.0
1271,0.0
1379,0.0
1234,0.0
1731,0.0
1342,0.0
1813,0.0
1996,0.0
1122,0.0
1873,0.0
1166,0.0
1070,0.0
1215,0.0
1476,0.0
1430,0.0
1538,0.0
1030,0.0
1306,0.0
1107,0.0
1674,0.0
1592,0.0
1657,0.0
1273,0.0
1159,0.0
1330,0.0
1490,0.0
1791,0.0
1484,0.0
1262,0.0
1283,0.0
1918,0.0
1995,0.0
1327,0.0
1603,0.0
1805,0.0
1395,0.0
1800,0.0
1185,0.0
1822,1.0
1069,0.0
1802,0.0
1526,0.0
1594,0.0
1455,0.0
1582,0.0
1059,0.0
1253,0.0
1275,0.0
1014,0.0
1082,0.0
1436,0.0
1108,0.0
1901,0.0
1691,0.0
1220,0.0
1876,0.0
1727,0.0
1486,0.0
1457,0.0
