r_type,t_type,eta_mean,gamma_mean,perc_recomm_found_mean,eta_obs_mean,eta_obs_individualized_mean,eta_obs_refits_batch0_mean_mean,gamma_obs_mean,intv-cost_mean,eta_std,gamma_std,perc_recomm_found_std,eta_obs_std,eta_obs_individualized_std,eta_obs_refits_batch0_mean_std,gamma_obs_std,intv-cost_std
individualized,acceptance,0.5,0.5,1.0,0.47000000000000003,,0.512666662534078,0.009999999776482582,3.6370000000000005,0.0,0.0,0.0,0.06244997998398401,,0.1296507832093475,0.009999999776482582,0.10083992264971293
individualized,acceptance,0.6,0.6,1.0,0.47000000000000003,,0.4486666719118754,0.009999999776482582,3.331666666666667,0.0,0.0,0.0,0.06244997998398401,,0.016165794824253746,0.009999999776482582,0.08412350048193068
individualized,acceptance,0.6999999999999998,0.6999999999999998,1.0,0.47000000000000003,,0.47066664695739746,0.009999999776482582,2.6164333333333336,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.06244997998398401,,0.15577332367521549,0.009999999776482582,1.297419594168877
subpopulation,acceptance,0.5,0.5,1.0,0.5666666666666667,,0.5033333599567413,0.0033333332588275275,0.7262788931090615,0.0,0.0,0.0,0.15275252316519464,,0.12651220229129764,0.005773502562848416,0.01806479418631996
subpopulation,acceptance,0.6,0.6,1.0,0.96,,0.6393333077430725,0.006666666517655055,3.6764999999999994,0.0,0.0,0.0,0.060827625302982184,,0.059070594359428207,0.005773502562848416,0.24871447485017847
subpopulation,acceptance,0.6999999999999998,0.6999999999999998,1.0,1.0,,0.6400000254313151,0.006666666517655055,2.4021232323232318,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.2284819736235843,0.005773502562848416,1.83490924171249
individualized,counterfactual,0.5,0.5,1.0,1.0,,0.7286666631698608,0.006666666517655055,0.7367732127938895,0.0,0.0,0.0,0.0,,0.011718915309197367,0.011547005125696832,0.06007194025985637
individualized,counterfactual,0.6,0.6,1.0,1.0,,0.672000010808309,0.006666666517655055,3.6370000000000005,0.0,0.0,0.0,0.0,,0.0771492264595791,0.011547005125696832,0.10083992264971293
individualized,counterfactual,0.6999999999999998,0.6999999999999998,1.0,1.0,,0.6599999864896139,0.006666666517655055,3.5518000000000005,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.23408546493793753,0.011547005125696832,0.24802969580274112
individualized,improvement,0.5,0.5,0.9666666666666667,0.003401360544217687,1.0,0.0013605441587666671,0.0,3.331666666666667,0.0,0.0,0.01527525231651948,0.00589132927744516,0.0,0.002356531608924924,0.0,0.08412350048193068
individualized,improvement,0.6,0.6,0.98,0.05098888456767691,1.0,0.048253768434127174,0.19055836399396262,0.9803531138582686,0.0,0.0,0.010000000000000009,0.010002468461711904,0.0,0.010202741482051811,0.01682483255118309,0.05941300378149727
individualized,improvement,0.6999999999999998,0.6999999999999998,0.9833333333333334,0.037175882536707276,1.0,0.03448227855066458,0.33569369713465375,2.0421538269290846,1.3597399555105182e-16,1.3597399555105182e-16,0.011547005383792525,0.015202512305100882,0.0,0.01302534826155675,0.01985778952708679,1.6213130450389515
subpopulation,improvement,0.5,0.5,0.9633333333333333,0.0068735827664399085,,0.004832766484469175,0.010382354880372683,3.2991000000000006,0.0,0.0,0.01527525231651948,0.005953646205015581,,0.005248798857992352,0.00016383470109906608,0.3412329995765358
subpopulation,improvement,0.6,0.6,0.9833333333333334,0.04050711193568337,,0.03779976690808932,0.16955267265439034,0.9664251357108501,0.0,0.0,0.005773502691896263,0.04625523751695606,,0.04451727354332469,0.1285039959553023,0.13678058044539118
subpopulation,improvement,0.7,0.7,0.99,0.020202020202020204,,0.019191919825971127,0.29797980189323425,2.3289833333333334,0.0,0.0,0.0,0.0,,0.0014284976245589071,0.0928524154020468,1.686190400643481
