r_type,t_type,x1_mean,x2_mean,x3_mean,causes_mean,non-causes_mean,x1_std,x2_std,x3_std,causes_std,non-causes_std,gamma
individualized,acceptance,0.18947319932998327,0.18179731993299833,1.8743098827470688,0.37127051926298155,1.8743098827470688,0.024232093716454153,0.17170250836354195,0.0970232663468103,0.15482765891185424,0.0970232663468103,0.75
individualized,acceptance,0.1545,0.1865,1.9189999999999998,0.341,1.9189999999999998,0.028053520278211074,0.1368356678647786,0.043577517139001945,0.1415662389130969,0.043577517139001945,0.85
individualized,acceptance,0.06893425460636517,0.0395180067001675,1.5429020100502513,0.10845226130653267,1.5429020100502513,0.10570934611857927,0.06528178459462816,0.8032215372182926,0.17091440613325498,0.8032215372182926,0.9
individualized,acceptance,0.19591373534338355,0.18720016750418758,2.005175041876047,0.3831139028475712,2.005175041876047,0.04132269398697017,0.05869272767124738,0.09175009185914214,0.0996079436549314,0.09175009185914214,0.9499999999999998
subpopulation,acceptance,0.10474798748910423,0.11544035960279615,2.0568245910885508,0.22018834709190038,2.0568245910885508,0.017463166961818804,0.13711207621644259,0.11159851787944979,0.15248961720448068,0.11159851787944979,0.75
subpopulation,acceptance,0.0546280814848654,0.11235693619613218,2.156880894370844,0.1669850176809976,2.156880894370844,0.026182345556959533,0.08967414911184118,0.07918822326602028,0.09568367881141444,0.07918822326602028,0.85
subpopulation,acceptance,-0.002044252044252043,-0.008889073889073883,1.6873988973988974,-0.010933325933325931,1.6873988973988974,0.0483546711797176,0.04462794425494803,0.925387815041097,0.09221776126861708,0.925387815041097,0.9
subpopulation,acceptance,0.057634840871021775,0.06866164154103853,2.3983383584589615,0.1262964824120603,2.3983383584589615,0.04301288837409081,0.04607229398901909,0.09109008596355471,0.08902457814843726,0.09109008596355471,0.9499999999999998
individualized,counterfactual,0.008333333333333333,0.05666666666666667,2.3401666666666667,0.065,2.3401666666666667,0.00828150549920323,0.10125010288060618,0.1888890767972921,0.10055968377038585,0.1888890767972921,0.75
individualized,counterfactual,-0.007,0.036500000000000005,2.3531666666666666,0.0295,2.3531666666666666,0.0055000000000000005,0.04224038352098617,0.11773097864764964,0.04421255477802657,0.11773097864764964,0.85
individualized,counterfactual,-0.018059344340751377,-0.014197176357980379,1.756599664991625,-0.03225652069873176,1.756599664991625,0.025312072407792627,0.02110872161509522,0.9113967717115907,0.046363913254149375,0.9113967717115907,0.9
individualized,counterfactual,0.027597152428810723,0.0444497487437186,2.470319932998325,0.07204690117252932,2.470319932998325,0.029701309112890168,0.03821535495662373,0.1240461315388844,0.06587970853111662,0.1240461315388844,0.9499999999999998
individualized,improvement,1.2575,0.939,,2.1965,0.0,0.029512709126747385,0.13607075365411928,,0.1312316653860647,0.0,0.75
individualized,improvement,1.5603333333333333,0.949,,2.509333333333333,0.0,0.059422919259603385,0.057654141221598246,,0.054093283624987505,0.0,0.85
individualized,improvement,1.7054455782312925,1.3395170068027211,,3.044962585034014,0.0,0.06059807119146201,0.17825469295805813,,0.2129449821529702,0.0,0.9
individualized,improvement,2.1441666666666666,1.2830000000000001,,3.427166666666667,0.0,0.007815582725128806,0.029962476533157416,,0.032258073924730145,0.0,0.9499999999999998
subpopulation,improvement,1.256419301896689,0.6878957074936974,,1.944315009390386,0.0,0.025589737471258627,0.06547986768422673,,0.07730531279189003,0.0,0.75
subpopulation,improvement,1.575141414141414,0.8208131313131313,,2.3959545454545452,0.0,0.048611315492158746,0.06746221323277095,,0.07184868454658294,0.0,0.85
subpopulation,improvement,1.7526054421768709,1.1166326530612245,,2.8692380952380954,0.0,0.035214759299551514,0.2037123114878638,,0.2300759006676431,0.0,0.9
subpopulation,improvement,2.176,1.1018333333333332,,3.277833333333333,0.0,0.015132745950421312,0.07524349362790998,,0.06871013996007688,0.0,0.9499999999999998
