,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.85,0.85,0.8600000143051147,0.14000000059604645,0.995,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,1,"[[0.45814532346563863, 0.5503203919496547, 1.505537097754879], [0.12794394978682228]]",0.965999960899353,2.228
1,1.0,0.85,0.85,0.32499998807907104,0.11999999731779099,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,1,"[[0.45814532346563863, 0.5503203919496547, 1.505537097754879], [0.12794394978682228]]",0.6980000138282776,2.6630000000000003
2,1.0,0.85,0.85,0.2750000059604645,0.11999999731779099,0.99,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,1,"[[0.45814532346563863, 0.5503203919496547, 1.505537097754879], [0.12794394978682228]]",0.6209999322891235,4.1545
3,1.0,0.85,0.85,0.7850000262260437,0.10499999672174454,0.985,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,1,"[[0.45814532346563863, 0.5503203919496547, 1.505537097754879], [0.12794394978682228]]",0.9589999914169312,2.3935000000000004
4,1.0,0.85,0.85,0.3100000023841858,0.11999999731779099,0.915,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,1,"[[0.45814532346563863, 0.5503203919496547, 1.505537097754879], [0.12794394978682228]]",0.6890000104904175,3.763
5,1.0,0.85,0.85,0.8550000190734863,0.125,1.0,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,2,"[[1.3033042645195727, 1.3608139404757083, 0.5307564407418714], [0.042307090964108056]]",0.9930000305175781,1.7080000000000002
6,1.0,0.85,0.85,0.5350000262260437,0.11500000208616257,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,2,"[[1.3033042645195727, 1.3608139404757083, 0.5307564407418714], [0.042307090964108056]]",0.8819999694824219,2.8064999999999998
7,1.0,0.85,0.85,0.4950000047683716,0.14499999582767487,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,2,"[[1.3033042645195727, 1.3608139404757083, 0.5307564407418714], [0.042307090964108056]]",0.9710000157356262,4.0005
8,1.0,0.85,0.85,0.8349999785423279,0.10499999672174454,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,2,"[[1.3033042645195727, 1.3608139404757083, 0.5307564407418714], [0.042307090964108056]]",0.9769999384880066,2.055
9,1.0,0.85,0.85,0.5149999856948853,0.11999999731779099,0.935,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,2,"[[1.3033042645195727, 1.3608139404757083, 0.5307564407418714], [0.042307090964108056]]",0.8680000305175781,3.687
10,1.0,0.85,0.85,0.8500000238418579,0.17000000178813934,1.0,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,0,"[[0.8635895630165744, 0.8336907992526211, 1.1040251042339984], [-0.010955757035382038]]",0.9970000386238098,2.43
11,1.0,0.85,0.85,0.5550000071525574,0.11500000208616257,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,0,"[[0.8635895630165744, 0.8336907992526211, 1.1040251042339984], [-0.010955757035382038]]",0.6260000467300415,3.1075
12,1.0,0.85,0.85,0.48500001430511475,0.12999999523162842,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,0,"[[0.8635895630165744, 0.8336907992526211, 1.1040251042339984], [-0.010955757035382038]]",0.2540000081062317,3.869
13,1.0,0.85,0.85,0.8650000095367432,0.12999999523162842,0.985,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,0,"[[0.8635895630165744, 0.8336907992526211, 1.1040251042339984], [-0.010955757035382038]]",0.9819999933242798,2.6864999999999997
14,1.0,0.85,0.85,0.5649999976158142,0.17000000178813934,0.93,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,0,"[[0.8635895630165744, 0.8336907992526211, 1.1040251042339984], [-0.010955757035382038]]",0.5460000038146973,
