,x1,x2
1144,1.3,2.6
1592,0.8,1.6
1954,1.0,-0.0
1776,3.8,0.0
1306,1.4,0.3
1971,1.4,3.5
1108,0.9,1.7
1344,1.4,0.0
1152,1.6,0.0
1230,1.0,2.1
1132,1.0,1.9
1523,0.2,1.4
1240,1.8,-0.0
1117,0.6,1.2
1122,3.6,7.3
1923,1.3,2.3
1463,0.7,1.5
1043,1.4,2.7
1013,0.5,1.0
1097,1.2,2.0
1603,1.6,3.1
1799,1.3,2.6
1586,1.3,-0.0
1821,1.9,0.0
1320,-0.0,2.1
1732,0.1,3.6
1946,1.4,2.7
1494,1.3,2.6
1257,0.4,4.9
1426,1.7,-0.0
1880,1.4,2.9
1336,2.7,0.0
1129,1.7,3.4
1504,1.4,1.0
1429,0.9,1.8
1380,1.2,0.0
1602,1.4,-0.0
1853,0.9,1.7
1284,2.3,4.7
1881,1.7,-0.0
1432,1.4,-0.0
1830,1.4,2.9
1004,0.5,0.9
1649,2.2,0.0
1554,0.9,1.8
1813,1.5,3.3
1614,1.6,0.0
1708,0.9,1.9
1467,0.0,3.6
1220,1.0,0.0
1137,1.0,2.6
1966,1.4,2.8
1383,0.8,1.5
1185,0.4,4.5
1049,0.6,1.2
1142,0.9,1.9
1148,2.0,1.6
1918,2.0,0.0
1533,1.8,3.6
1000,2.2,4.4
1381,2.4,4.8
1015,1.1,0.0
1423,1.6,-0.0
1876,1.2,2.5
1030,0.6,1.2
1882,1.5,2.8
1139,0.4,1.0
1166,0.7,1.4
1985,1.5,-0.0
1987,0.8,1.4
1242,1.7,3.1
1026,2.5,5.2
1861,1.1,-0.0
1285,0.9,1.7
1805,1.3,2.0
1162,1.0,0.0
1069,0.9,1.8
1936,0.7,1.5
1081,1.4,0.0
1769,0.0,1.4
1356,1.5,2.9
1685,0.6,3.4
1511,1.2,-0.0
1515,1.0,4.3
1337,1.1,2.1
1499,1.4,-0.0
1652,1.4,1.6
1329,1.3,2.7
1118,1.9,0.0
1974,0.8,1.5
1545,0.7,1.4
1814,1.1,2.5
1177,1.0,2.0
1958,2.2,5.0
1374,1.0,-0.0
1551,0.5,1.0
1637,1.3,2.6
1980,1.3,2.2
1353,2.5,0.0
1875,1.0,2.0
