,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.75,0.75,0.7950000166893005,0.20000000298023224,0.97,0.825,"[1.0, 1.0]",300.0,0.5,individualized,improvement,2,"[[0.03481719714998734, 0.23135141222361943, 0.9002636471893151], [-0.493388749664147]]",0.9649999737739563,2.5175
1,1.0,0.75,0.75,0.3199999928474426,0.20000000298023224,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,2,"[[0.03481719714998734, 0.23135141222361943, 0.9002636471893151], [-0.493388749664147]]",0.6459999680519104,2.7395000000000005
2,1.0,0.75,0.75,0.22499999403953552,0.20000000298023224,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,2,"[[0.03481719714998734, 0.23135141222361943, 0.9002636471893151], [-0.493388749664147]]",0.559999942779541,2.0055
3,1.0,0.75,0.75,0.7350000143051147,0.20000000298023224,0.795,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,2,"[[0.03481719714998734, 0.23135141222361943, 0.9002636471893151], [-0.493388749664147]]",0.8040000200271606,2.5189999999999997
4,1.0,0.75,0.75,0.2549999952316284,0.20000000298023224,0.81,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,2,"[[0.03481719714998734, 0.23135141222361943, 0.9002636471893151], [-0.493388749664147]]",0.5060000419616699,2.11
5,1.0,0.75,0.75,0.7400000095367432,0.15000000596046448,0.945,0.76,"[1.0, 1.0]",300.0,0.5,individualized,improvement,1,"[[0.025479373799138394, -0.028345272154902047, 0.9668890586595711], [-0.4616441650494447]]",0.9390000104904175,2.1525
6,1.0,0.75,0.75,0.22499999403953552,0.15000000596046448,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,1,"[[0.025479373799138394, -0.028345272154902047, 0.9668890586595711], [-0.4616441650494447]]",0.7459999918937683,2.2855
7,1.0,0.75,0.75,0.1550000011920929,0.15000000596046448,0.985,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,1,"[[0.025479373799138394, -0.028345272154902047, 0.9668890586595711], [-0.4616441650494447]]",0.6899999976158142,1.9375
8,1.0,0.75,0.75,0.699999988079071,0.15000000596046448,0.825,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,1,"[[0.025479373799138394, -0.028345272154902047, 0.9668890586595711], [-0.4616441650494447]]",0.824999988079071,2.1835000000000004
9,1.0,0.75,0.75,0.1850000023841858,0.15000000596046448,0.91,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,1,"[[0.025479373799138394, -0.028345272154902047, 0.9668890586595711], [-0.4616441650494447]]",0.656000018119812,2.132
10,1.0,0.75,0.75,0.7200000286102295,0.13500000536441803,0.955,0.745,"[1.0, 1.0]",300.0,0.5,individualized,improvement,0,"[[0.11905160135047847, -0.05596408251618784, 1.0086538732616912], [-0.39528662133677356]]",0.9389999508857727,2.098
11,1.0,0.75,0.75,0.22499999403953552,0.13500000536441803,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,0,"[[0.11905160135047847, -0.05596408251618784, 1.0086538732616912], [-0.39528662133677356]]",0.7669999599456787,2.2325
12,1.0,0.75,0.75,0.12999999523162842,0.13500000536441803,0.95,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,0,"[[0.11905160135047847, -0.05596408251618784, 1.0086538732616912], [-0.39528662133677356]]",0.7400000095367432,1.8530000000000002
13,1.0,0.75,0.75,0.6349999904632568,0.13500000536441803,0.82,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,0,"[[0.11905160135047847, -0.05596408251618784, 1.0086538732616912], [-0.39528662133677356]]",0.8019999265670776,2.1210000000000004
14,1.0,0.75,0.75,0.18000000715255737,0.13500000536441803,0.88,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,0,"[[0.11905160135047847, -0.05596408251618784, 1.0086538732616912], [-0.39528662133677356]]",0.7049999833106995,
