,x1,x2
1336,1.1,0.0
1287,0.5,1.3
1977,0.5,-0.0
1533,0.8,1.2
1761,0.8,-0.0
1963,0.5,-0.0
1148,0.9,0.4
1620,0.6,1.4
1276,0.9,0.9
1059,0.5,0.0
1680,0.6,0.0
1273,0.8,0.9
1011,0.6,0.9
1222,0.9,1.3
1297,0.6,0.0
1555,0.6,0.9
1311,1.0,-0.0
1636,0.5,-0.0
1005,0.9,0.3
1502,1.2,-0.0
1865,0.5,0.0
1931,0.6,0.9
1325,0.7,0.9
1278,0.7,0.9
1492,0.5,-0.0
1528,0.7,1.0
1813,0.7,1.1
1159,0.9,0.9
1271,0.8,0.0
1909,1.2,1.9
1337,0.4,0.0
1038,0.8,-0.0
1068,0.6,1.0
1242,0.7,-0.0
1744,0.6,0.0
1855,0.5,0.7
1137,0.5,0.0
1449,-0.0,1.8
1552,0.9,1.3
1995,0.9,1.9
1455,1.4,0.4
1927,0.9,0.9
1814,0.5,0.0
1732,0.5,0.0
1263,0.7,0.0
1070,0.7,0.0
1335,1.4,2.0
1669,0.2,0.9
1217,0.8,0.0
1031,0.7,0.0
1846,1.6,1.5
1941,0.8,1.3
1353,1.0,0.7
1567,0.5,1.3
1594,0.8,0.0
1080,0.4,0.7
1531,0.4,-0.0
1149,0.7,-0.0
1409,0.6,0.0
1981,0.3,1.3
1735,0.4,-0.0
1622,0.7,0.9
1799,0.5,-0.0
1105,0.9,0.4
1536,0.3,1.4
1961,0.6,0.8
1039,0.6,0.8
1863,0.7,0.0
1408,0.5,0.0
1234,0.6,0.0
1918,0.4,-0.0
1737,0.7,1.3
1923,0.5,-0.0
1862,0.4,0.9
1518,1.8,1.2
1379,0.5,-0.0
1980,0.5,0.7
1996,1.1,-0.0
1498,0.6,0.0
1025,0.5,-0.0
1174,0.6,0.0
1966,0.2,1.3
1486,0.9,0.9
1480,0.4,-0.0
1821,0.5,0.0
1043,0.5,0.0
1878,0.9,-0.0
1446,1.0,2.1
1270,1.1,1.8
1235,1.0,1.4
1029,0.9,1.9
1382,0.6,2.1
1188,1.6,0.9
1691,0.4,-0.0
1024,1.2,1.6
1824,0.4,0.7
1733,0.5,-0.0
1454,0.6,-0.0
1246,0.6,0.0
1041,1.3,0.0
