,y
3649,0.0
2073,1.0
2615,0.0
2763,0.0
3596,1.0
2439,0.0
2437,0.0
3957,1.0
2014,0.0
2568,0.0
3781,0.0
3114,0.0
2399,1.0
3405,0.0
2133,0.0
3334,0.0
3156,0.0
2455,0.0
2954,0.0
3450,0.0
3934,0.0
2360,0.0
3788,0.0
3218,0.0
2869,0.0
3230,0.0
2831,0.0
3294,0.0
2482,0.0
2496,0.0
3638,0.0
3726,0.0
3703,0.0
3940,0.0
3309,1.0
3802,0.0
3393,1.0
2891,0.0
3992,1.0
2525,0.0
3251,0.0
3205,0.0
2774,0.0
3627,0.0
3098,0.0
3054,0.0
2509,1.0
3300,1.0
2175,0.0
2475,1.0
2374,0.0
3252,0.0
2364,1.0
2511,0.0
2317,0.0
2187,0.0
3561,1.0
2912,0.0
3978,1.0
2988,0.0
3977,1.0
2917,0.0
2738,0.0
2797,0.0
3758,0.0
3375,0.0
3913,0.0
2876,0.0
3864,0.0
2975,0.0
2193,0.0
2380,0.0
2964,0.0
3084,0.0
2419,0.0
2614,0.0
3868,0.0
3257,0.0
3576,0.0
3142,0.0
2140,1.0
3343,0.0
3731,0.0
3511,0.0
2793,1.0
2580,0.0
2633,0.0
2865,0.0
3269,0.0
3105,0.0
3206,0.0
2909,0.0
2402,0.0
3207,0.0
2388,1.0
3013,0.0
2992,1.0
3423,0.0
3391,0.0
2231,0.0
2185,0.0
2541,0.0
3493,0.0
2840,1.0
3560,0.0
2106,0.0
3827,0.0
2148,0.0
2178,1.0
3000,0.0
2103,0.0
3998,1.0
3810,0.0
3975,0.0
2321,0.0
2984,1.0
3429,0.0
2915,0.0
3819,0.0
2582,0.0
3635,0.0
3048,0.0
2910,1.0
3523,0.0
3569,0.0
2730,1.0
2674,0.0
3067,0.0
2462,0.0
3603,0.0
3874,0.0
2375,0.0
2765,0.0
2931,0.0
3502,0.0
3152,1.0
3136,0.0
3127,0.0
2211,0.0
2127,1.0
3379,0.0
3409,0.0
2814,0.0
3139,0.0
2316,0.0
3140,0.0
2893,0.0
2240,0.0
2990,0.0
3350,0.0
3553,0.0
2596,1.0
3323,0.0
3401,1.0
3325,0.0
3253,1.0
3830,0.0
2004,1.0
2407,0.0
3963,0.0
3359,0.0
3071,1.0
3484,0.0
2999,0.0
2135,0.0
2687,0.0
3764,0.0
3271,1.0
3329,0.0
3530,0.0
3945,1.0
3570,0.0
3487,0.0
3174,1.0
3642,0.0
2163,0.0
3469,0.0
2826,0.0
3514,0.0
2667,0.0
2332,0.0
2464,0.0
3360,1.0
3066,0.0
3681,0.0
2570,0.0
3929,1.0
3363,0.0
3366,0.0
3701,1.0
2668,0.0
2771,0.0
2047,1.0
3147,0.0
3711,0.0
3831,0.0
2357,0.0
3065,0.0
3305,0.0
2658,1.0
