r_type,t_type,eta_mean,gamma_mean,perc_recomm_found_mean,eta_obs_mean,eta_obs_individualized_mean,eta_obs_refits_batch0_mean_mean,gamma_obs_mean,intv-cost_mean,eta_std,gamma_std,perc_recomm_found_std,eta_obs_std,eta_obs_individualized_std,eta_obs_refits_batch0_mean_std,gamma_obs_std,intv-cost_std
individualized,acceptance,0.75,0.75,1.0,0.9886363636363636,,0.9666666984558105,0.049242425709962845,0.9196969696969698,0.0,0.0,0.0,0.0,,0.0057195660872633,0.02365529615346152,0.016124088374085386
individualized,acceptance,0.9499999999999998,0.9499999999999998,1.0,0.9848484848484849,,0.9583333333333334,0.0416666679084301,0.8950757575757576,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.006560798513518469,,0.02321447417558125,0.02365529615346152,0.0039907779366866285
subpopulation,acceptance,0.75,0.75,1.0,0.9431818181818182,,0.939393937587738,0.04545454680919647,0.9121212121212121,0.0,0.0,0.0,0.01968239554055547,,0.013699336420149763,0.011363636702299118,0.029900258896766424
subpopulation,acceptance,0.9499999999999998,0.9499999999999998,1.0,0.9696969696969697,,0.9734849135080973,0.03787878900766373,2.9170454545454545,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.02365529544847876,,0.01513258229771079,0.006560798709045507,0.017677669529663625
individualized,counterfactual,0.75,0.75,1.0,0.9810606060606061,,0.957575778166453,0.0416666679084301,0.8950757575757576,0.0,0.0,0.0,0.02365529544847876,,0.004731073667031778,0.04302203420488584,0.0039907779366866285
individualized,counterfactual,0.9499999999999998,0.9499999999999998,1.0,0.9810606060606061,,0.9537879029909769,0.0416666679084301,2.589015151515152,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.02365529544847876,,0.015132534554306578,0.04302203420488584,0.15313668294667968
individualized,improvement,0.75,0.75,0.9924242424242425,0.9237138830162085,0.9237138830162085,0.9282593727111816,0.9237139026323954,2.028285764622974,0.0,0.0,0.013121597027036937,0.012688659323488961,0.012688659323488961,0.004856075322864517,0.01268865220750813,0.06270711391782066
individualized,improvement,0.9499999999999998,0.9499999999999998,1.0,1.0,1.0,1.0,1.0,0.8928030303030304,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,0.0,0.0,0.0,0.012772511590975292
subpopulation,improvement,0.75,0.75,0.9962121212121212,0.8554946011842564,,0.8653430541356405,0.8554946184158325,1.8921934865900383,0.0,0.0,0.006560798513518469,0.00710190363846373,,0.014493651593061128,0.007101898289405479,0.06348076648466393
subpopulation,improvement,0.9499999999999998,0.9499999999999998,1.0,0.8825757575757575,,0.8916666706403097,0.8825757503509521,0.9178030303030303,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.006560798513518469,,0.01331698774667349,0.006560792256653437,0.02227775144323117
