,senior-level_skill
3874,0.0
3145,0.0
3444,0.0
3097,0.0
3784,0.0
3502,0.0
3664,0.0
3243,0.0
2931,0.0
3791,0.0
2489,0.0
2930,0.0
3300,0.0
3367,0.0
2932,0.0
2391,0.0
2597,0.0
3362,0.0
3755,0.0
2891,0.0
3142,0.0
2001,0.0
2164,0.0
2752,0.0
2328,0.0
3147,0.0
2136,0.0
3790,0.0
2199,0.0
2372,0.0
2650,0.0
2741,0.0
2250,0.0
3980,0.0
3314,0.0
3373,0.0
3334,0.0
3490,0.0
2185,0.0
3767,0.0
2254,0.0
3208,0.0
3251,0.0
2252,0.0
2257,0.0
2562,0.0
2246,0.0
3795,0.0
3185,0.0
3187,0.0
2348,0.0
2926,0.0
3704,0.0
2552,0.0
2796,0.0
3274,0.0
2092,0.0
3869,0.0
2354,0.0
3648,0.0
3857,0.0
2614,0.0
2736,0.0
3974,0.0
2326,0.0
3808,0.0
3677,0.0
3899,0.0
2576,0.0
3015,0.0
2698,0.0
3311,0.0
2770,0.0
2181,0.0
2623,0.0
3210,0.0
2142,0.0
3614,0.0
3688,0.0
3721,0.0
2057,0.0
2356,0.0
2441,0.0
2959,0.0
3734,0.0
3713,0.0
2644,0.0
3159,0.0
3752,0.0
2996,0.0
3054,0.0
3111,0.0
3319,0.0
3845,0.0
2967,0.0
2457,0.0
2866,0.0
3027,0.0
3303,0.0
2673,0.0
2184,0.0
2357,0.0
2655,0.0
3383,0.0
3203,0.0
2949,0.0
3685,0.0
3810,0.0
3098,0.0
3053,0.0
3025,0.0
3436,0.0
3059,0.0
2990,0.0
3313,0.0
2103,0.0
3561,0.0
3393,0.0
2934,0.0
3435,0.0
3282,0.0
3226,0.0
2296,0.0
3926,0.0
2652,0.0
2594,0.0
3748,0.0
3507,0.0
3228,0.0
2015,0.0
3889,0.0
2088,0.0
2373,0.0
2459,0.0
3100,0.0
3981,0.0
3536,0.0
3527,0.0
3976,0.0
3722,0.0
2767,0.0
3951,0.0
2025,0.0
3419,0.0
3973,0.0
2913,0.0
3039,0.0
3641,0.0
3378,0.0
2846,0.0
2744,0.0
2676,0.0
2400,0.0
3593,0.0
2884,0.0
2709,0.0
3351,0.0
3766,0.0
2149,0.0
3328,0.0
2639,0.0
3966,0.0
2954,0.0
2641,0.0
3183,0.0
3983,0.0
2924,0.0
2497,0.0
3498,0.0
2910,0.0
3609,0.0
2748,0.0
3443,0.0
2077,0.0
3745,0.0
3155,0.0
3925,0.0
2043,0.0
3484,0.0
3979,0.0
3711,0.0
3894,0.0
3988,0.0
3930,0.0
2177,0.0
3884,0.0
3151,0.0
2726,0.0
2769,0.0
2981,0.0
2962,0.0
2087,0.0
3666,0.0
2653,0.0
3868,0.0
3687,0.0
2341,0.0
3292,0.0
3427,0.0
2163,0.0
