r_type,t_type,x1_mean,x2_mean,x3_mean,causes_mean,non-causes_mean,x1_std,x2_std,x3_std,causes_std,non-causes_std,gamma
individualized,acceptance,0.17302788944723618,0.12450150753768845,1.8917341708542714,0.29752939698492464,1.8917341708542714,0.03928713204286471,0.04312625784150938,0.103826248074651,0.05155519383044532,0.103826248074651,0.75
individualized,acceptance,0.17157788944723618,0.12035150753768845,1.8993341708542715,0.2919293969849246,1.8993341708542715,0.04068557277920956,0.04402526694264365,0.1035155995401882,0.05517460623669053,0.1035155995401882,0.85
individualized,acceptance,0.17092462311557788,0.12015050251256283,1.8993341708542715,0.2910751256281407,1.8993341708542715,0.04101851836830767,0.043608533295344816,0.1035155995401882,0.054079576071157445,0.1035155995401882,0.9
individualized,acceptance,0.16986934673366832,0.12015050251256283,1.901645728643216,0.29001984924623114,1.901645728643216,0.041767116630509526,0.043608533295344816,0.10300344855469168,0.05288634166577383,0.10300344855469168,0.95
subpopulation,acceptance,0.06196796655837472,0.05735424734619075,2.1175961913910704,0.11932221390456547,2.1175961913910704,0.023641952256891762,0.03422878406619944,0.11099796383237838,0.051456596251274876,0.11099796383237838,0.75
subpopulation,acceptance,0.0488512584328606,0.0330908138085701,2.1806319231134905,0.08194207224143071,2.1806319231134905,0.027647905373744196,0.016631739634381526,0.09421380901967234,0.032080764299008364,0.09421380901967234,0.85
subpopulation,acceptance,0.03795678391959799,0.018528894472361807,2.213890954773869,0.0564856783919598,2.213890954773869,0.03253159233123688,0.022561650658799504,0.09743154975752867,0.04586483232825425,0.09743154975752867,0.9
subpopulation,acceptance,0.01971384701284199,0.01681842799857875,2.2508110298969592,0.03653227501142074,2.2508110298969592,0.021513560614449645,0.020100678924648622,0.1168173390452359,0.03391794839044827,0.1168173390452359,0.95
individualized,counterfactual,0.0059452261306532665,6.783919597989994e-06,2.286564824120603,0.005952010050251257,2.286564824120603,0.015742961107938745,0.009151472988322836,0.12199516565572185,0.014828682518784643,0.12199516565572185,0.75
individualized,counterfactual,0.0059452261306532665,6.783919597989994e-06,2.286564824120603,0.005952010050251257,2.286564824120603,0.015742961107938745,0.009151472988322836,0.12199516565572185,0.014828682518784643,0.12199516565572185,0.85
individualized,counterfactual,0.0059452261306532665,6.783919597989994e-06,2.286564824120603,0.005952010050251257,2.286564824120603,0.015742961107938745,0.009151472988322836,0.12199516565572185,0.014828682518784643,0.12199516565572185,0.9
individualized,counterfactual,0.0059452261306532665,6.783919597989994e-06,2.286564824120603,0.005952010050251257,2.286564824120603,0.015742961107938745,0.009151472988322836,0.12199516565572185,0.014828682518784643,0.12199516565572185,0.95
subpopulation,counterfactual,0.013493467336683418,-0.0027909547738693466,2.297211055276382,0.010702512562814072,2.297211055276382,0.02034456853876631,0.008762054685290576,0.17661812473933614,0.018062258582368266,0.17661812473933614,0.75
subpopulation,counterfactual,0.013493467336683418,-0.0027909547738693466,2.297211055276382,0.010702512562814072,2.297211055276382,0.02034456853876631,0.008762054685290576,0.17661812473933614,0.018062258582368266,0.17661812473933614,0.85
subpopulation,counterfactual,0.013493467336683418,-0.0027909547738693466,2.297211055276382,0.010702512562814072,2.297211055276382,0.02034456853876631,0.008762054685290576,0.17661812473933614,0.018062258582368266,0.17661812473933614,0.9
subpopulation,counterfactual,0.013493467336683418,-0.0027909547738693466,2.297211055276382,0.010702512562814072,2.297211055276382,0.02034456853876631,0.008762054685290576,0.17661812473933614,0.018062258582368266,0.17661812473933614,0.95
individualized,improvement,1.29125,0.85375,,2.145,0.0,0.05850462944645206,0.05725442729120989,,0.08616070256599961,0.0,0.75
individualized,improvement,1.5657999999999999,1.01125,,2.57705,0.0,0.08676475218786846,0.08182544089571274,,0.07926483387283974,0.0,0.85
individualized,improvement,1.7442499999999999,1.2384499999999998,,2.9827000000000004,0.0,0.07141554841598252,0.14287785187199437,,0.13094892982465425,0.0,0.9
individualized,improvement,2.12125,1.2751,,3.3963500000000004,0.0,0.03630063513371506,0.12480714010913882,,0.136440269796795,0.0,0.95
subpopulation,improvement,1.3015936779832598,0.7192057194020355,,2.0207993973852956,0.0,0.05799850602797186,0.08368463700085034,,0.09237701350434456,0.0,0.75
subpopulation,improvement,1.6204520100502513,0.8159462311557789,,2.4363982412060303,0.0,0.068331141130997,0.07798486944317196,,0.10737555840606272,0.0,0.85
subpopulation,improvement,1.8031804020100501,1.127944472361809,,2.9311248743718594,0.0,0.05260720683080413,0.10186225469845044,,0.11536162739463413,0.0,0.9
subpopulation,improvement,2.1921675879396987,1.0676095477386933,,3.259777135678392,0.0,0.0760262745701414,0.09573123447079168,,0.10148375385473651,0.0,0.95
