,y
2378,0.0
3335,0.0
2820,0.0
2135,0.0
2334,1.0
3076,1.0
2109,1.0
2649,0.0
2273,1.0
2798,0.0
2522,0.0
2902,0.0
3365,0.0
3782,1.0
3229,0.0
3752,0.0
2001,0.0
3122,0.0
3192,0.0
2473,1.0
2835,0.0
3023,0.0
3731,1.0
3151,0.0
2271,0.0
2107,1.0
3613,0.0
2761,1.0
3837,1.0
3235,0.0
2689,0.0
2913,0.0
3446,0.0
2752,1.0
3027,0.0
3523,0.0
3170,0.0
2369,0.0
2193,0.0
2910,1.0
2276,0.0
3111,1.0
2870,1.0
2112,1.0
2926,0.0
2215,0.0
3827,0.0
2766,1.0
2421,0.0
2472,0.0
3631,1.0
2511,0.0
2441,1.0
2093,1.0
3678,0.0
3350,0.0
3132,0.0
2289,0.0
2082,1.0
3948,0.0
3698,1.0
3468,0.0
2414,0.0
3896,1.0
3156,0.0
3405,1.0
2127,0.0
3051,1.0
2956,1.0
2252,0.0
2203,0.0
3352,0.0
3640,0.0
3194,0.0
2907,0.0
2265,0.0
2483,0.0
3249,1.0
3548,0.0
2669,0.0
3280,0.0
2674,0.0
2211,0.0
3073,1.0
2696,1.0
3298,0.0
3043,0.0
2433,1.0
3406,0.0
3372,0.0
2652,0.0
2991,0.0
3128,0.0
3682,0.0
2682,0.0
3869,0.0
3586,1.0
3841,0.0
3214,1.0
2882,0.0
2523,1.0
3877,0.0
2561,1.0
3198,0.0
3931,1.0
3792,0.0
3687,0.0
3224,1.0
3342,0.0
2072,0.0
3905,1.0
2332,0.0
3109,0.0
2347,0.0
3225,1.0
2213,0.0
2593,0.0
2429,1.0
3686,0.0
2251,0.0
3292,0.0
3819,0.0
3578,1.0
2029,0.0
3341,1.0
2685,0.0
3429,0.0
3300,1.0
2785,0.0
2443,1.0
2642,0.0
3316,1.0
3239,0.0
2501,0.0
3554,0.0
2530,0.0
2821,1.0
2631,0.0
3327,0.0
2520,0.0
2973,1.0
3751,0.0
2715,0.0
3719,0.0
3972,0.0
2557,1.0
3017,0.0
3035,0.0
3694,1.0
3065,0.0
3704,0.0
3774,1.0
2418,0.0
3801,0.0
2846,1.0
2888,0.0
2056,0.0
2816,0.0
3288,0.0
2275,1.0
2477,1.0
2045,1.0
2376,0.0
2287,0.0
3940,1.0
2986,0.0
3778,0.0
3203,0.0
3789,0.0
2281,1.0
3474,1.0
3600,0.0
2881,0.0
2352,0.0
3808,0.0
2047,1.0
3376,0.0
3800,0.0
2089,1.0
3059,1.0
2601,0.0
2419,0.0
3503,0.0
2918,0.0
2589,1.0
3974,1.0
3299,1.0
3475,0.0
3997,1.0
2102,1.0
2987,1.0
3749,0.0
2767,0.0
2305,0.0
2724,0.0
2499,0.0
2370,1.0
2462,0.0
2671,0.0
2992,1.0
