r_type,t_type,x1_mean,x2_mean,x3_mean,causes_mean,non-causes_mean,x1_std,x2_std,x3_std,causes_std,non-causes_std,gamma
individualized,acceptance,0.4386666666666667,0.9756666666666667,2.483,3.8973333333333335,0.0,0.0835483891725827,0.07198842499550424,0.49795280900904637,0.6321054764304237,0.0,0.75
individualized,acceptance,0.36733333333333335,1.0296666666666667,2.6080000000000005,4.005000000000001,0.0,0.03728717384481342,0.10640175437150146,0.20711590957722203,0.1633370747870796,0.0,0.75
individualized,acceptance,0.4386666666666667,0.9756666666666667,2.483,3.8973333333333335,0.0,0.0835483891725827,0.07198842499550424,0.49795280900904637,0.6321054764304237,0.0,0.9499999999999998
individualized,acceptance,0.36733333333333335,1.0296666666666667,2.6080000000000005,4.005000000000001,0.0,0.03728717384481342,0.10640175437150146,0.20711590957722203,0.1633370747870796,0.0,0.9499999999999998
subpopulation,acceptance,0.43966666666666665,0.985,2.4873333333333334,3.9120000000000004,0.0,0.08851176946222088,0.061506097258727174,0.47290203354747107,0.6007894806003182,0.0,0.75
subpopulation,acceptance,0.35700000000000004,1.039,2.6273333333333335,4.023333333333333,0.0,0.04288356328478317,0.11587924749496781,0.22522507261256114,0.17861224295476918,0.0,0.75
subpopulation,acceptance,0.395,1.058,2.5766666666666667,4.0296666666666665,0.0,0.0784601809837321,0.09623408959407267,0.49690777145596454,0.6450599455347794,0.0,0.9499999999999998
subpopulation,acceptance,0.31733333333333336,1.1079999999999999,2.707333333333333,4.132666666666666,0.0,0.03156474826976027,0.10405767631462849,0.24161194782819267,0.18692333544352718,0.0,0.9499999999999998
individualized,counterfactual,0.326,0.9946666666666667,2.927666666666667,4.248333333333334,0.0,0.07977468270071658,0.10153488727197818,0.47146827394145346,0.6527253123124102,0.0,0.75
individualized,counterfactual,0.252,1.072,2.9680000000000004,4.292000000000001,0.0,0.039153543900903816,0.09462029380635009,0.22224311012942535,0.16802083204174353,0.0,0.75
individualized,counterfactual,0.326,0.9946666666666667,2.927666666666667,4.248333333333334,0.0,0.07977468270071658,0.10153488727197818,0.47146827394145346,0.6527253123124102,0.0,0.9499999999999998
individualized,counterfactual,0.252,1.072,2.9680000000000004,4.292000000000001,0.0,0.039153543900903816,0.09462029380635009,0.22224311012942535,0.16802083204174353,0.0,0.9499999999999998
individualized,improvement,0.9696666666666668,1.8099999999999998,2.5340000000000003,5.313666666666667,0.0,0.1314394664221267,0.18533213428868694,0.4145793048380491,0.7267505303288976,0.0,0.75
individualized,improvement,1.0346666666666666,1.7466666666666668,2.654333333333333,5.435666666666666,0.0,0.02145538005567221,0.07028750481652704,0.1423598726233389,0.1906628787502518,0.0,0.75
individualized,improvement,1.3579999999999999,2.0429999999999997,2.7246666666666663,6.125666666666667,0.0,0.11001363551851191,0.3114048811435041,0.427663808771953,0.7280119046645687,0.0,0.9499999999999998
individualized,improvement,1.3483333333333334,2.110333333333333,2.8123333333333336,6.271000000000001,0.0,0.0300222139978605,0.10956885202160947,0.021939310229206137,0.16003749560649877,0.0,0.9499999999999998
subpopulation,improvement,0.924,1.559333333333333,2.4376666666666664,4.921,0.0,0.11850316451470833,0.2438551482608749,0.45275858173350303,0.7615792801803365,0.0,0.75
subpopulation,improvement,0.948,1.5806666666666667,2.522,5.050666666666666,0.0,0.06255397669213371,0.13957554704651284,0.09071383576941261,0.25759334877541656,0.0,0.75
subpopulation,improvement,1.146,1.4193333333333336,2.2923333333333336,4.857666666666667,0.0,0.08337265738837872,0.11528370801346274,0.2720318608790766,0.37598182580190376,0.0,0.9499999999999998
subpopulation,improvement,1.1420000000000001,1.4473333333333336,2.450333333333333,5.039666666666666,0.0,0.06808817812219686,0.04800347209664461,0.23709983832413994,0.2795251926630824,0.0,0.9499999999999998
