,y
1144,1.0
1592,1.0
1954,1.0
1776,1.0
1306,1.0
1971,1.0
1108,1.0
1344,1.0
1152,1.0
1230,1.0
1132,1.0
1523,1.0
1240,1.0
1117,1.0
1122,1.0
1923,1.0
1463,1.0
1043,1.0
1013,1.0
1097,1.0
1603,1.0
1799,1.0
1586,1.0
1821,1.0
1320,1.0
1732,1.0
1946,1.0
1494,1.0
1257,1.0
1426,1.0
1880,1.0
1336,1.0
1129,1.0
1504,1.0
1429,1.0
1380,1.0
1602,1.0
1853,1.0
1284,1.0
1881,1.0
1432,1.0
1830,1.0
1004,0.0
1649,1.0
1554,1.0
1813,1.0
1614,1.0
1708,1.0
1467,1.0
1220,1.0
1137,1.0
1966,1.0
1383,1.0
1185,1.0
1049,1.0
1142,1.0
1148,1.0
1918,1.0
1533,1.0
1000,1.0
1381,1.0
1015,1.0
1423,1.0
1876,1.0
1030,1.0
1882,1.0
1139,1.0
1166,1.0
1985,1.0
1987,1.0
1242,1.0
1026,1.0
1861,1.0
1285,1.0
1805,1.0
1162,1.0
1069,1.0
1936,1.0
1081,1.0
1769,1.0
1356,1.0
1685,1.0
1511,1.0
1515,1.0
1337,1.0
1499,1.0
1652,1.0
1329,1.0
1118,1.0
1974,1.0
1545,1.0
1814,1.0
1177,1.0
1958,1.0
1374,1.0
1551,1.0
1637,1.0
1980,1.0
1353,1.0
1875,1.0
