,0
1586,0.0
1240,0.0
1938,0.0
1118,0.0
1911,0.0
1174,0.0
1623,0.0
1833,0.0
1195,0.0
1159,0.0
1961,0.0
1117,0.0
1304,0.0
1144,0.0
1029,0.0
1962,0.0
1290,0.0
1408,0.0
1955,0.0
1971,0.0
1958,0.0
1059,0.0
1157,0.0
1861,0.0
1992,0.0
1640,0.0
1449,0.0
1614,0.0
1882,0.0
1152,0.0
1995,0.0
1011,0.0
1873,0.0
1379,0.0
1427,0.0
1107,0.0
1516,0.0
1482,0.0
1486,0.0
1790,0.0
1347,0.0
1643,0.0
1429,0.0
1496,0.0
1446,0.0
1004,0.0
1763,0.0
1426,0.0
1327,0.0
1749,0.0
1165,0.0
1477,0.0
1846,0.0
1311,0.0
1154,0.0
1476,0.0
1003,0.0
1808,0.0
1479,0.0
1974,0.0
1528,0.0
1223,0.0
1675,0.0
1752,0.0
1878,0.0
1658,0.0
1321,0.0
1493,0.0
1231,0.0
1566,0.0
1757,0.0
1083,0.0
1676,0.0
1351,0.0
1122,0.0
1693,0.0
1669,0.0
1092,0.0
1148,0.0
1813,0.0
1340,0.0
1940,0.0
1176,0.0
1592,0.0
1483,0.0
1357,0.0
1225,0.0
1918,0.0
1909,0.0
1492,0.0
1360,0.0
1087,0.0
1526,0.0
1381,0.0
1906,0.0
1044,0.0
1782,0.0
1880,0.0
1283,0.0
1731,0.0
