ix,goal_cost,intv_cost
3868,0.756,4.0
3156,0.752,4.3
3321,0.781,1.9
3608,0.753,1.5
3041,0.791,1.9
3325,0.782,1.6
3930,0.766,2.1
3444,0.7799999713897705,1.0
3986,0.771,2.1
2314,0.766,1.2
3033,0.774,1.1
2760,0.766,1.2
3664,0.755,4.7
2494,0.756,3.5999999999999996
2350,0.754,1.3
3659,0.779,1.2
3067,0.784,0.8
3339,0.803,1.1
2587,0.773,1.1
3809,0.758,1.2
3775,0.756,3.8000000000000003
3543,0.759,3.5
2453,0.784,1.6
2850,0.812,1.8
2174,0.819,0.9
2318,0.779,1.9
3248,0.771,0.9
2303,0.766,1.7
3346,0.751,2.9
3191,0.76,3.6
3177,0.853,1.6
2138,0.76,3.2
3584,0.758,1.4
2704,0.756,6.800000000000001
2646,0.76,5.1
2934,0.763,1.8
3053,0.756,2.0
3751,0.776,0.9
2473,0.777,1.4
3073,0.781,1.2
3553,0.754,1.8
2088,0.763,1.0
2532,0.784,0.9
3916,0.764,5.2
3845,0.773,2.1
3351,0.774,0.7
3983,0.79,0.9
2070,0.77,0.8
2180,0.752,0.9
3224,0.766,3.1
2846,0.778,1.3
3865,0.765,0.6
3370,0.757,1.7
2145,0.753,3.0
2761,0.757,0.7
2394,0.7549999952316284,0.5
2121,0.755,0.6
3663,0.753,0.8
3493,0.781,0.6
3406,0.751,1.4
3154,0.784,1.1
2215,0.7509999871253967,0.5
2175,0.766,3.8
3759,0.752,7.5
3874,0.758,3.4000000000000004
3704,0.77,0.6
2321,0.757,3.6
3929,0.751,4.8
2275,0.756,3.5
3713,0.763,1.7
2029,0.765,3.1
2961,0.766,3.2
3146,0.757,4.1
3910,0.753,2.5
2964,0.764,2.0
2364,0.762,5.3
2752,0.793,0.9
3531,0.757,2.3
3450,0.755,2.4
2847,0.752,3.8
2488,0.751,4.1
2529,0.762,6.2
2775,0.751,4.9
3431,0.765,1.3
2232,0.783,1.6
2555,0.763,1.6
2640,0.756,5.800000000000001
2563,0.756,0.9
3109,0.777,2.6
2285,0.7549999952316284,1.5
3407,0.762,3.4000000000000004
3506,0.751,0.9
2335,0.7730000019073486,1.0
3937,0.7599999904632568,2.5
2124,0.756,2.2
2937,0.818,1.1
2715,0.788,0.7
3796,0.755,1.9000000000000001
2749,0.753,2.5
2979,0.77,0.9
2477,0.757,3.5
2597,0.779,1.4
3434,0.759,6.2
2196,0.783,1.1
3981,0.76,4.9
2474,0.761,5.5
2504,0.751,1.7
2438,0.7770000100135803,2.5
2518,0.756,4.7
3270,0.7889999747276306,1.5
3976,0.752,6.0
2131,0.768,3.6999999999999997
3790,0.77,3.2
2062,0.784,2.1
3928,0.777,0.9
3046,0.76,2.0
2189,0.781,0.9
3885,0.751,7.199999999999999
3078,0.76,1.7
2835,0.776,1.8
2365,0.767,0.7
3229,0.784,1.3
2337,0.755,2.4
2633,0.779,0.9
3577,0.787,1.6
3833,0.753,2.9
3941,0.752,3.4000000000000004
3520,0.761,1.1
3166,0.765,4.6
2669,0.758,1.9
2201,0.793,1.7
2326,0.772,6.1
2324,0.768,1.9
2103,0.762,1.5
3048,0.773,1.6
2140,0.751,1.7000000000000002
3831,0.776,0.9
3594,0.7549999952316284,1.0
2475,0.758,0.9
2125,0.77,1.1
2716,0.774,1.1
3912,0.766,1.1
2437,0.7559999823570251,1.0
2927,0.767,1.2
3296,0.755,5.9
3507,0.763,0.9
3457,0.781,0.6
2954,0.764,3.3
3300,0.781,0.8
3086,0.7730000019073486,1.0
2449,0.777,0.7
2300,0.761,2.8000000000000003
3567,0.753,1.5
3246,0.784,1.6
3869,0.753,0.8
3359,0.756,4.800000000000001
2123,0.757,1.2
3052,0.775,1.3
2565,0.769,1.3
2802,0.759,3.8
2557,0.756,1.4
3267,0.776,2.1
3152,0.757,3.2
3259,0.786,1.4
3844,0.757,2.8
2549,0.764,4.7
2507,0.758,4.1
3261,0.768,3.6
2916,0.7580000162124634,1.5
2701,0.756,1.4
3185,0.779,2.2
2950,0.762,0.8
3419,0.778,1.4
2734,0.758,0.8
2803,0.775,1.3
2851,0.761,3.4000000000000004
2586,0.772,1.2
2568,0.751,1.1
3155,0.761,1.3
2432,0.772,1.4
2146,0.755,1.5
3024,0.827,0.9
2882,0.751,1.5
3008,0.765,1.2
3305,0.753,3.3
2332,0.765,0.7
3455,0.769,1.6
2649,0.753,2.3000000000000003
3388,0.772,1.0
3739,0.766,5.300000000000001
2595,0.779,1.2
3373,0.762,6.5
2628,0.789,1.0
2793,0.761,0.8
3603,0.751,0.7
2261,0.752,5.2
3876,0.752,3.5
3268,0.803,1.2
3863,0.765,4.2
2018,0.755,5.0
