,h_post,h_post_individualized
1295,1.0,
1830,1.0,
1470,1.0,
1923,0.68,
1646,1.0,
1198,1.0,
1565,1.0,
1234,1.0,
1288,1.0,
1884,1.0,
1538,1.0,
1699,1.0,
1199,1.0,
1263,1.0,
1231,1.0,
1626,0.64,
1662,1.0,
1361,1.0,
1306,1.0,
1725,1.0,
1282,1.0,
1203,1.0,
1342,1.0,
1193,1.0,
1320,0.68,
1071,1.0,
1648,1.0,
1517,1.0,
1941,0.68,
1427,0.68,
1859,1.0,
1391,1.0,
1564,1.0,
1485,1.0,
1900,1.0,
1906,0.72,
1170,0.68,
1111,1.0,
1820,1.0,
1557,1.0,
1585,1.0,
1990,1.0,
1823,1.0,
1935,1.0,
1737,1.0,
1572,1.0,
1081,1.0,
1372,0.68,
1132,1.0,
1778,0.68,
1871,0.68,
1519,0.68,
1955,1.0,
1627,0.68,
1245,0.68,
1835,1.0,
1641,1.0,
1751,0.64,
1806,1.0,
1440,1.0,
1752,1.0,
1036,0.68,
1771,1.0,
1855,0.32000000000000006,
1102,0.68,
1591,1.0,
1652,1.0,
1735,1.0,
1230,1.0,
1219,1.0,
1707,0.68,
1128,1.0,
1642,1.0,
1766,1.0,
1319,1.0,
1574,1.0,
1665,1.0,
1928,1.0,
1886,1.0,
1860,1.0,
1819,1.0,
1841,1.0,
1535,1.0,
1168,0.68,
1209,1.0,
1685,1.0,
1595,1.0,
1953,1.0,
1130,1.0,
1033,1.0,
1989,0.68,
1216,1.0,
1435,1.0,
1861,1.0,
1352,1.0,
1697,0.68,
1475,1.0,
1028,0.68,
1397,1.0,
1961,1.0,
