r_type,t_type,eta_mean,gamma_mean,perc_recomm_found_mean,eta_obs_mean,eta_obs_individualized_mean,eta_obs_refits_batch0_mean_mean,gamma_obs_mean,intv-cost_mean,eta_std,gamma_std,perc_recomm_found_std,eta_obs_std,eta_obs_individualized_std,eta_obs_refits_batch0_mean_std,gamma_obs_std,intv-cost_std
individualized,acceptance,0.75,0.75,1.0,1.0,,0.932,0.006666666666666667,0.38347400000000004,0.0,0.0,0.0,0.0,,0.06157921727336255,0.011547005383792516,0.0643711046044729
individualized,acceptance,0.85,0.85,1.0,1.0,,0.9346666666666666,0.013333333333333334,0.35866133333333333,0.0,0.0,0.0,0.0,,0.10630772941481414,0.011547005383792516,0.0442807945878722
individualized,acceptance,0.9,0.9,1.0,1.0,,0.9199999999999999,0.0,0.3753246666666667,0.0,0.0,0.0,0.0,,0.047159304490206375,0.0,0.05043059215727427
individualized,acceptance,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.944,0.02,0.42150599999999994,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.05411099703387473,0.02,0.06788836669120857
subpopulation,acceptance,0.75,0.75,1.0,1.0,,0.9546666666666667,0.0,0.3661573333333334,0.0,0.0,0.0,0.0,,0.058968918366656,0.0,0.06254190839215995
subpopulation,acceptance,0.85,0.85,1.0,1.0,,0.952,0.006666666666666667,0.3801813333333333,0.0,0.0,0.0,0.0,,0.06657326790837297,0.011547005383792516,0.04342864125589627
subpopulation,acceptance,0.9,0.9,1.0,1.0,,0.9373333333333335,0.0,10.25,0.0,0.0,0.0,0.0,,0.03629508690350981,0.0,1.6263455967290599
subpopulation,acceptance,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.9466666666666667,0.013333333333333334,0.3906433333333333,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.05856051001599398,0.023094010767585032,0.054679367089728946
individualized,counterfactual,0.75,0.75,1.0,1.0,,0.9453333333333332,0.006666666666666667,0.420514,0.0,0.0,0.0,0.0,,0.04495924080023288,0.011547005383792516,0.03458473559245465
individualized,counterfactual,0.85,0.85,1.0,1.0,,0.9146666666666666,0.006666666666666667,0.3694653333333333,0.0,0.0,0.0,0.0,,0.1031762246514832,0.011547005383792516,0.03362072791200884
individualized,counterfactual,0.9,0.9,1.0,1.0,,0.9199999999999999,0.0,10.833333333333334,0.0,0.0,0.0,0.0,,0.0733212111192934,0.0,2.01080415091409
individualized,counterfactual,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.976,0.013333333333333334,0.36983933333333335,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.021166010488516743,0.023094010767585032,0.061026974374724895
individualized,improvement,0.75,0.75,1.0,0.9066666666666666,0.9333333333333332,0.9053333333333332,0.9333333333333332,10.0,0.0,0.0,0.0,0.0305505046330389,0.011547005383792462,0.015143755588800782,0.011547005383792462,0.1999999999999993
individualized,improvement,0.85,0.85,0.9933333333333333,0.8794557823129252,0.9329251700680272,0.8941224489795919,0.9329251700680272,10.200000000000001,0.0,0.0,0.011547005383792525,0.052302795300287724,0.011210256900742566,0.027656126044484645,0.011210256900742566,0.26457513110645914
individualized,improvement,0.9,0.9,1.0,0.9733333333333333,0.9733333333333333,0.9693333333333333,0.9733333333333333,0.43296400000000007,0.0,0.0,0.0,0.03055050463303896,0.03055050463303896,0.037166292972710326,0.03055050463303896,0.06193061159071501
individualized,improvement,0.9499999999999998,0.9499999999999998,0.9866666666666667,0.9797222222222222,0.9797222222222222,0.9713888888888889,0.9797222222222222,10.855555555555554,1.3597399555105182e-16,1.3597399555105182e-16,0.023094010767585053,0.0004811252243246992,0.0004811252243246992,0.01491488195406542,0.0004811252243246992,0.9570401903399484
subpopulation,improvement,0.75,0.75,0.9933333333333333,0.9058503401360545,,0.8924625850340137,0.9191836734693878,10.034693877551021,0.0,0.0,0.011547005383792525,0.046910964846142905,,0.059458690132663486,0.0412305511809776,0.5692268077698743
subpopulation,improvement,0.85,0.85,0.9866666666666667,0.8853061224489797,,0.8798639455782312,0.9461224489795917,10.06734693877551,0.0,0.0,0.011547005383792525,0.029946502348612486,,0.05191274089223504,0.04666646833618432,0.3582606414520868
subpopulation,improvement,0.9,0.9,1.0,0.9733333333333333,,0.9733333333333333,0.9733333333333333,0.38954400000000006,0.0,0.0,0.0,0.03055050463303896,,0.030550504633039034,0.03055050463303896,0.0071868090276561904
subpopulation,improvement,0.9499999999999998,0.9499999999999998,0.9933333333333333,0.9598639455782313,,0.9462585034013605,0.9598639455782313,10.710884353741497,1.3597399555105182e-16,1.3597399555105182e-16,0.011547005383792525,0.03452379276833476,,0.03069195970271189,0.03452379276833476,1.166080255630439
