,0
1081,1.0
1934,1.0
1649,1.0
1964,1.0
1199,1.0
1030,1.0
1973,1.0
1770,1.0
1852,1.0
1291,1.0
1391,1.0
1995,1.0
1733,1.0
1312,1.0
1352,1.0
1617,1.0
1888,1.0
1344,1.0
1539,1.0
1116,1.0
1864,1.0
1621,1.0
1346,1.0
1324,1.0
1234,1.0
1316,1.0
1016,1.0
1655,1.0
1295,1.0
1382,1.0
1791,1.0
1652,1.0
1681,1.0
1099,1.0
1535,1.0
1713,1.0
1184,1.0
1076,1.0
1641,1.0
1611,1.0
1146,1.0
1498,1.0
1040,1.0
1906,1.0
1161,1.0
1989,1.0
1735,1.0
1569,1.0
1303,1.0
1364,1.0
1924,1.0
1440,1.0
1170,1.0
1470,1.0
1651,1.0
1201,1.0
1026,1.0
1911,1.0
1206,1.0
1731,1.0
1372,1.0
1740,1.0
1077,1.0
1831,1.0
1090,1.0
1816,1.0
1102,1.0
1131,1.0
1923,1.0
1520,1.0
1769,1.0
1014,1.0
1233,1.0
1591,1.0
1931,1.0
1285,1.0
1771,1.0
1872,1.0
1738,1.0
1726,1.0
1282,1.0
1585,1.0
1840,1.0
1562,1.0
1766,1.0
1166,1.0
1998,1.0
1413,1.0
1210,1.0
1627,1.0
1433,1.0
1457,1.0
1263,1.0
1221,1.0
1055,1.0
1794,1.0
1459,1.0
1985,1.0
1363,1.0
1458,1.0
