,years_experience,degree
244,0.0,1.0
362,1.0,2.0
275,3.0,0.0
220,1.0,2.0
361,2.0,0.0
321,2.0,2.0
223,0.0,2.0
300,0.0,2.0
264,3.0,1.0
324,0.0,2.0
221,0.0,2.0
265,0.0,2.0
323,1.0,2.0
345,0.0,1.0
245,1.0,1.0
294,3.0,1.0
230,1.0,2.0
270,0.0,1.0
305,0.0,2.0
261,0.0,2.0
393,1.0,2.0
233,2.0,0.0
369,2.0,2.0
310,1.0,1.0
388,1.0,1.0
333,0.0,1.0
207,0.0,2.0
250,0.0,2.0
215,2.0,0.0
249,1.0,2.0
342,1.0,1.0
219,1.0,1.0
243,2.0,1.0
394,0.0,1.0
322,1.0,1.0
285,2.0,0.0
205,2.0,2.0
248,1.0,0.0
274,1.0,0.0
365,1.0,1.0
396,0.0,2.0
212,1.0,1.0
340,0.0,2.0
334,2.0,0.0
315,1.0,1.0
225,0.0,1.0
392,2.0,1.0
372,0.0,3.0
222,1.0,1.0
226,0.0,1.0
