,0
1574,1.0
1888,1.0
1891,1.0
1495,1.0
1996,1.0
1159,1.0
1597,1.0
1998,1.0
1340,1.0
1385,1.0
1655,1.0
1458,1.0
1835,1.0
1852,1.0
1102,1.0
1313,1.0
1987,1.0
1873,1.0
1664,1.0
1626,1.0
1276,1.0
1842,1.0
1236,1.0
1014,1.0
1238,1.0
1517,1.0
1520,1.0
1081,1.0
1627,1.0
1369,1.0
1679,1.0
1184,1.0
1128,1.0
1214,1.0
1753,1.0
1687,1.0
1733,1.0
1865,1.0
1397,1.0
1434,1.0
1386,1.0
1990,1.0
1467,1.0
1708,1.0
1267,1.0
1213,1.0
1786,1.0
1519,1.0
1977,1.0
1088,1.0
1942,1.0
1223,1.0
1989,1.0
1538,1.0
1621,1.0
1955,1.0
1632,1.0
1373,1.0
1821,1.0
1591,1.0
1675,1.0
1681,1.0
1070,1.0
1182,1.0
1161,1.0
1105,1.0
1949,1.0
1090,1.0
1535,1.0
1116,1.0
1303,1.0
1571,1.0
1348,1.0
1798,1.0
1824,1.0
1370,1.0
1013,1.0
1023,1.0
1638,1.0
1830,1.0
1939,1.0
1879,1.0
1383,1.0
1540,1.0
1277,1.0
1143,1.0
1569,1.0
1462,1.0
1146,1.0
1295,1.0
1651,1.0
1366,1.0
1607,1.0
1457,1.0
1611,1.0
1528,1.0
1349,1.0
1814,1.0
1225,1.0
1900,1.0
