,y_hat
3311,False
3278,False
3586,False
3462,False
2834,False
2730,False
2623,False
3737,False
3927,False
2193,False
3767,False
3808,False
2179,False
2026,False
3715,False
3522,False
3180,False
2223,False
3229,False
2454,False
3919,False
3027,False
2507,False
2407,False
2261,False
2483,False
3818,False
3596,False
2564,False
3703,False
3098,False
2143,False
3106,False
2665,False
3634,False
3498,False
3626,False
2576,False
3549,False
2590,False
2999,False
3891,False
2748,False
2032,False
3163,False
3138,False
2908,False
2814,False
3295,False
3435,False
3263,False
2932,False
2165,False
3659,False
2530,False
3448,False
3061,False
3576,False
2076,False
3913,False
2378,False
2798,False
2741,False
3115,False
3497,False
3196,False
2692,False
2883,False
2305,False
2795,False
3255,False
2503,False
3507,False
3412,False
2158,False
3926,False
3938,False
3022,False
2330,False
3590,False
2023,False
2502,False
3075,False
3391,False
2520,False
2040,False
2128,False
3643,False
2787,False
3612,False
3358,False
3680,False
2763,False
3158,False
2521,False
3370,False
3052,False
3194,False
2148,False
3354,False
3960,False
2889,False
2175,False
2095,False
2799,False
3757,False
3286,False
2782,False
2460,False
2146,False
3983,False
3530,False
2554,False
2474,False
3528,False
2872,False
2256,False
3212,False
2892,False
2506,False
3505,False
2923,False
2294,False
2151,False
2015,False
2600,False
3738,False
2094,False
2568,False
2610,False
3645,False
2492,False
2462,False
3164,False
2698,False
2559,False
2444,False
3616,False
3185,False
3017,False
2292,False
3955,False
3280,False
3277,False
3690,False
3032,False
3900,False
2438,False
2894,False
2649,False
3294,False
3561,False
3688,False
3574,False
3438,False
3015,False
3787,False
3802,False
3007,False
2164,False
3451,False
2522,False
3581,False
2429,False
3944,False
2350,False
2994,False
2563,False
3224,False
3482,False
2896,False
3113,False
3899,False
3800,False
3662,False
3474,False
2001,False
3236,False
3765,False
3369,False
2993,False
2882,False
3351,False
2427,False
3754,False
2863,False
3963,False
3183,False
2061,False
3182,False
2336,False
3153,False
3924,False
3648,False
3770,False
2163,False
3822,False
2857,False
3446,False
2216,False
