,age,gender,experience,loan_amount,loan_duration,income,saving
7706,-0.0,0.0,-0.0,-0.0,-0.2,-0.0,-0.3
9237,0.0,0.0,0.0,-0.5,0.0,4.0,0.9
7250,0.1,0.0,-0.0,-0.0,-0.0,-0.0,-0.1
6760,-0.1,0.0,0.0,-0.1,-0.1,-0.1,-0.1
7007,0.0,0.0,0.0,0.1,0.3,2.0,4.2
5240,0.0,0.0,0.0,0.1,0.4,0.1,-0.3
7733,0.1,0.0,-0.0,0.1,0.3,0.1,-0.5
5612,0.0,0.0,-0.0,0.1,0.3,0.1,-0.1
8922,-0.0,0.0,0.0,-0.4,-0.2,-3.6,-5.3
6093,0.0,0.0,0.0,0.3,-0.2,3.0,3.5
7584,0.0,0.0,-0.0,0.1,0.1,0.1,0.2
6924,0.0,0.0,0.0,0.2,-0.4,0.2,0.6
9670,-0.1,0.0,0.0,0.0,-0.4,-0.1,0.5
5150,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.2
5540,-0.0,0.0,0.0,0.1,0.4,-0.1,-0.2
5681,-0.1,0.0,0.0,0.1,-0.4,2.5,0.3
7769,0.0,0.0,0.0,0.1,-0.1,0.2,0.3
6427,-0.1,0.0,-0.0,0.3,-0.2,-0.2,0.0
5691,0.2,0.0,-0.0,-0.1,0.5,-0.1,-0.2
9028,0.1,0.0,0.0,0.1,0.3,0.1,-0.1
7531,-0.0,0.0,0.0,0.4,0.3,-1.3,-8.4
5947,-0.2,0.0,-0.0,0.3,0.2,-0.2,0.2
8891,-0.0,0.0,0.0,-0.5,0.4,-2.4,-5.0
6348,0.2,0.0,-0.0,-0.1,-0.3,-0.1,0.3
7738,-0.0,0.0,0.0,0.0,0.1,0.0,0.2
7425,-0.2,0.0,-0.0,-0.1,0.0,-0.0,0.3
9280,-0.2,0.0,0.0,0.0,0.1,0.0,0.3
7062,-0.1,0.0,0.0,0.4,0.5,3.0,0.0
5855,-0.0,0.0,-0.0,0.0,0.1,0.0,0.2
6900,0.1,0.0,0.0,-0.4,0.2,0.6,-0.3
5586,-0.0,0.0,0.0,0.1,0.3,0.1,-0.3
9461,0.0,0.0,0.0,-0.2,0.1,1.8,-0.2
8001,-0.0,0.0,-0.0,-0.1,0.5,-0.2,0.1
5315,0.2,0.0,0.0,-0.2,-0.1,-0.2,0.4
8782,-0.1,0.0,0.0,0.3,0.3,1.3,6.8
5558,-0.0,0.0,0.0,0.2,-0.4,2.1,-0.3
6338,-0.0,0.0,0.0,-0.1,0.1,0.0,-0.1
9824,-0.0,0.0,-0.0,-0.4,-0.2,-0.4,0.3
8969,0.1,0.0,0.0,0.1,0.4,1.9,0.2
6949,0.1,0.0,-0.0,-0.0,-0.1,-0.1,0.2
5679,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.1
5716,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.1
8811,0.1,0.0,-0.0,-0.2,0.2,-0.2,0.5
6931,0.0,0.0,0.0,0.1,0.4,0.2,0.7
