,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,0.945,0.75,0.75,0.7724867463111877,0.0,0.7724867724867724,0.7724867724867724,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,improvement,8,,0.7724867463111877,1.2359788359788362
1,1.0,0.75,0.75,0.0,0.0,0.995,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,acceptance,8,,0.9919999837875366,0.528
2,1.0,0.75,0.75,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,counterfactual,8,,0.9969999194145203,0.528
3,0.945,0.75,0.75,0.6402116417884827,0.0,0.6402116402116402,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,improvement,8,,0.6402116417884827,1.0867724867724866
4,1.0,0.75,0.75,0.004999999888241291,0.0,0.865,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,acceptance,8,,0.8620001077651978,0.47900000000000004
5,0.955,0.75,0.75,0.7434554696083069,0.0,0.743455497382199,0.743455497382199,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,improvement,9,,0.7434554696083069,1.1638743455497382
6,1.0,0.75,0.75,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,acceptance,9,,0.9950000047683716,0.5474999999999999
7,1.0,0.75,0.75,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,counterfactual,9,,1.0,0.5445
8,0.95,0.75,0.75,0.5526315569877625,0.0,0.5526315789473685,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,improvement,9,,0.5526315569877625,0.9810526315789474
9,1.0,0.75,0.75,0.014999999664723873,0.0,0.795,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,acceptance,9,,0.800000011920929,0.45049999999999996
10,0.955,0.75,0.75,0.7958115339279175,0.0,0.7958115183246073,0.7958115183246073,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,improvement,3,,0.7958115339279175,1.256544502617801
11,1.0,0.75,0.75,0.014999999664723873,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,acceptance,3,,0.9870001077651978,0.5455
12,1.0,0.75,0.75,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,counterfactual,3,,0.9870001077651978,0.5455
13,0.955,0.75,0.75,0.5916230082511902,0.0,0.5916230366492147,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,improvement,3,,0.5926700830459595,1.0780104712041885
14,1.0,0.75,0.75,0.019999999552965164,0.0,0.885,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,acceptance,3,,0.8719999194145203,0.49150000000000005
15,0.935,0.75,0.75,0.759358286857605,0.0,0.7593582887700535,0.7593582887700535,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,improvement,4,,0.759358286857605,1.2561497326203208
16,1.0,0.75,0.75,0.004999999888241291,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,acceptance,4,,0.9919999837875366,0.534
17,1.0,0.75,0.75,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,counterfactual,4,,0.9919999837875366,0.534
18,0.935,0.75,0.75,0.5882353186607361,0.0,0.5882352941176471,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,improvement,4,,0.5893048048019409,1.0540106951871657
19,1.0,0.75,0.75,0.019999999552965164,0.0,0.865,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,acceptance,4,,0.8570000529289246,0.4684999999999999
20,0.955,0.75,0.75,0.7748690843582153,0.0,0.774869109947644,0.774869109947644,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,improvement,0,,0.7748690843582153,1.1973821989528795
21,1.0,0.75,0.75,0.014999999664723873,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,acceptance,0,,1.0,0.5165000000000001
22,1.0,0.75,0.75,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,counterfactual,0,,1.0,0.5165000000000001
23,0.955,0.75,0.75,0.5759162306785583,0.0,0.5759162303664922,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,improvement,0,,0.5759162306785583,1.007329842931937
24,1.0,0.75,0.75,0.019999999552965164,0.0,0.855,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,acceptance,0,,0.8570000529289246,0.46950000000000003
25,0.95,0.75,0.75,0.7631579041481018,0.0,0.7631578947368421,0.7631578947368421,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,improvement,6,,0.7631579041481018,1.2426315789473685
26,1.0,0.75,0.75,0.004999999888241291,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,acceptance,6,,0.9979999661445618,0.5429999999999999
27,1.0,0.75,0.75,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,counterfactual,6,,0.9979999661445618,0.5425
28,0.95,0.75,0.75,0.5842105150222778,0.0,0.5842105263157895,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,improvement,6,,0.5842105150222778,1.065263157894737
29,1.0,0.75,0.75,0.014999999664723873,0.0,0.94,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,acceptance,6,,0.9380000233650208,0.52
