,y_hat
3354,False
3983,False
3132,False
3995,False
2001,False
3455,False
2433,False
2837,False
2885,False
2937,False
2712,False
2272,False
2421,False
3575,False
3173,False
3542,False
3097,False
2743,False
2579,False
3837,False
3547,False
3225,False
2889,False
3210,False
2961,False
3113,False
3278,False
3912,False
2693,False
3823,False
3572,False
2835,False
2111,False
2647,False
2406,False
2344,False
3121,False
3570,False
2217,False
3016,False
3129,False
3694,False
2003,False
2346,False
2032,False
3053,False
3371,False
3292,False
2774,False
2582,False
3105,False
3286,False
3358,False
3046,False
3377,False
2565,False
2764,False
3650,False
3116,False
2196,False
3881,False
2828,False
3862,False
2124,False
3619,False
3645,False
3124,False
2682,False
2325,False
2258,False
2125,False
2174,False
2894,False
3604,False
3188,False
2825,False
3976,False
3456,False
2282,False
3662,False
3340,False
2535,False
3599,False
3689,False
2386,False
3736,False
3828,False
3721,False
3402,False
3973,False
2896,False
3479,False
3212,False
3538,False
3756,False
3273,False
3687,False
2074,False
2992,False
3047,False
3637,False
3692,False
2666,False
2215,False
3767,False
3308,False
2720,False
3092,False
3299,False
3683,False
2229,False
2668,False
3649,False
2137,False
2646,False
3494,False
2758,False
3329,False
2063,False
3831,False
2585,False
2368,False
3194,False
2926,False
3892,False
3707,False
2292,False
2201,False
3400,False
2588,False
2786,False
2335,False
2233,False
2337,False
3324,False
2873,False
2722,False
3818,False
2838,False
2321,False
2361,False
3656,False
2393,False
2606,False
3320,False
2494,False
3739,False
3198,False
2556,False
2928,False
3717,False
3597,False
2984,False
3786,False
3582,False
3537,False
3527,False
3805,False
2672,False
2947,False
3889,False
2546,False
3078,False
2757,False
2451,False
2285,False
3627,False
3028,False
2831,False
2815,False
3083,False
2975,False
3789,False
3049,False
3781,False
2290,False
2461,False
2378,False
2630,False
3490,False
3965,False
3045,False
3423,False
3310,False
2047,False
2299,False
3492,False
2301,False
2664,False
3734,False
2254,False
2710,False
3883,False
2803,False
2753,False
3680,False
2735,False
3996,False
3677,False
2460,False
