,0
662,0.0
772,0.0
588,1.0
840,1.0
657,0.0
732,1.0
603,1.0
520,0.0
615,0.0
892,0.0
592,1.0
975,0.0
625,0.0
791,1.0
814,0.0
544,0.0
778,0.0
886,0.0
763,1.0
660,0.0
811,1.0
739,1.0
651,1.0
636,0.0
690,0.0
966,1.0
929,0.0
619,0.0
965,0.0
646,0.0
780,0.0
960,1.0
862,1.0
916,0.0
922,0.0
598,1.0
700,0.0
989,1.0
863,0.0
801,0.0
640,0.0
970,1.0
829,0.0
675,1.0
535,1.0
905,1.0
624,0.0
996,0.0
756,1.0
637,0.0
843,0.0
850,0.0
928,0.0
585,1.0
565,0.0
641,0.0
874,0.0
931,0.0
980,1.0
988,0.0
859,0.0
570,0.0
638,1.0
992,0.0
630,0.0
758,0.0
514,0.0
687,1.0
586,1.0
998,0.0
771,0.0
767,1.0
550,1.0
987,1.0
506,0.0
899,0.0
904,0.0
742,0.0
548,0.0
897,0.0
719,0.0
691,1.0
923,0.0
947,0.0
745,1.0
942,0.0
776,0.0
786,0.0
604,0.0
912,1.0
747,0.0
749,0.0
685,1.0
793,0.0
696,1.0
865,0.0
597,1.0
654,1.0
782,1.0
869,0.0
